game_year,game_date,game_pk,at_bat_number,pitch_number,batter,player_name,p_throws,stand,pitch_type,pitch_name,zone,plate_x,plate_z,sz_top,sz_bot,hc_x,hc_y,type,events,description,des,bb_type,launch_speed,launch_angle,launch_speed_angle,hit_distance_sc,home_team,away_team,inning,inning_topbot,game_type,bat_score,post_bat_score,balls,strikes,Season,wBB,wHBP,w1B,w2B,w3B,wHR,loc_x,loc_y,hit_direction,ooz,sort_rank,pitch_uid
2023,2023-07-16,717387,78,4,607208,"Turner, Trea",L,R,SI,Sinker,11.0,-0.85,3.06,3.26,1.64,150.82,167.3,X,field_out,hit_into_play,Trea Turner grounds out to first baseman Brandon Dixon.   Johan Rojas to 3rd.,ground_ball,71.7,-11.0,2.0,14.0,PHI,SD,10,Bot,R,5,5,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,63.39004339999998,77.29093087,Oppo,True,2,717387-78-4
2023,2023-07-15,717397,40,6,607208,"Turner, Trea",L,R,CH,Changeup,8.0,0.09,1.87,3.3,1.66,113.42,155.26,X,field_out,hit_into_play,"Trea Turner grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.",ground_ball,96.8,-18.0,2.0,5.0,PHI,SD,5,Bot,R,4,4,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-29.948052000000004,107.33880971000006,Pull,False,0,717397-40-6
2023,2023-07-15,717397,23,1,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,9.0,0.33,2.13,3.3,1.66,183.45,60.33,X,double,hit_into_play,Trea Turner doubles (19) on a sharp fly ball to center fielder Trent Grisham.,fly_ball,100.3,26.0,6.0,370.0,PHI,SD,3,Bot,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,144.82378812999997,344.25285774,Oppo,False,2,717397-23-1
2023,2023-07-15,717408,24,5,607208,"Turner, Trea",L,R,CH,Changeup,3.0,0.51,2.86,3.31,1.66,110.82,191.03,X,field_out,hit_into_play,Trea Turner pops out to third baseman Matthew Batten in foul territory.,popup,84.5,78.0,3.0,47.0,PHI,SD,3,Bot,R,0,0,3,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-36.43679660000002,18.068658040000024,Pull,False,0,717408-24-5
2023,2023-07-15,717408,73,3,607208,"Turner, Trea",L,R,SI,Sinker,8.0,-0.11,1.7,3.31,1.66,75.16,110.61,X,single,hit_into_play,Trea Turner singles on a sharp line drive to left fielder Juan Soto.   Bryce Harper scores.    Kyle Schwarber to 2nd.,line_drive,105.0,9.0,4.0,143.0,PHI,SD,8,Bot,R,5,6,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-125.43242446000002,218.77051986000004,Pull,False,0,717408-73-3
2023,2023-07-15,717408,6,1,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,5.0,0.16,2.46,3.31,1.66,123.76,187.46,X,single,hit_into_play,Trea Turner singles on a ground ball to center fielder Trent Grisham.,ground_ball,101.7,-1.0,4.0,40.0,PHI,SD,1,Bot,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-4.1428138599999915,26.978203510000007,Straightaway,False,1,717408-6-1
2023,2023-07-15,717397,65,1,607208,"Turner, Trea",R,R,SL,Slider,5.0,-0.24,2.39,3.3,1.66,110.38,148.13,X,force_out,hit_into_play,"Trea Turner grounds into a force out, shortstop Ha-Seong Kim to second baseman Rougned Odor.   Johan Rojas out at 2nd.",ground_ball,102.8,0.0,4.0,48.0,PHI,SD,7,Bot,R,9,9,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-37.53489184000002,125.13294394000005,Pull,False,0,717397-65-1
2023,2023-07-15,717397,52,3,607208,"Turner, Trea",R,R,SC,Screwball,9.0,0.6,2.08,3.3,1.66,179.22,100.04,X,single,hit_into_play,Trea Turner singles on a line drive to right fielder Brandon Dixon.   Edmundo Sosa scores.    Johan Rojas to 3rd.,line_drive,98.2,12.0,4.0,229.0,PHI,SD,6,Bot,R,5,6,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,134.2670998,245.14976233000002,Oppo,False,2,717397-52-3
2023,2023-07-15,717408,59,2,607208,"Turner, Trea",R,R,CH,Changeup,8.0,0.21,1.8,3.31,1.66,113.93,162.89,X,field_out,hit_into_play,"Trea Turner grounds out, shortstop Xander Bogaerts to first baseman Jake Cronenworth.",ground_ball,68.7,-28.0,2.0,4.0,PHI,SD,7,Bot,R,3,3,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-28.675259789999988,88.29683998000007,Pull,False,0,717408-59-2
2023,2023-07-14,717418,39,2,607208,"Turner, Trea",R,R,KC,Knuckle Curve,1.0,-0.37,2.92,3.3,1.65,99.12,162.89,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Manny Machado to first baseman Jake Cronenworth.",ground_ball,88.5,-5.0,2.0,27.0,PHI,SD,5,Bot,R,1,1,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-65.6361473,88.29683998000007,Pull,False,0,717418-39-2
2023,2023-07-14,717418,23,1,607208,"Turner, Trea",R,R,SL,Slider,6.0,0.58,2.29,3.3,1.65,160.6,48.75,X,field_out,hit_into_play,Trea Turner flies out to center fielder Trent Grisham.,fly_ball,98.5,34.0,5.0,380.0,PHI,SD,3,Bot,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,87.79770577999999,373.1527279200001,Oppo,False,2,717418-23-1
2023,2023-07-09,717426,43,1,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,3.0,0.77,2.8,3.26,1.64,153.09,58.39,X,field_out,hit_into_play,Trea Turner flies out to center fielder Dane Myers.,fly_ball,92.6,29.0,3.0,354.0,MIA,PHI,6,Top,R,2,2,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,69.05521657000001,349.09445948,Straightaway,False,1,717426-43-1
2023,2023-07-09,717426,60,5,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,11.0,-0.51,3.55,3.26,1.64,182.6,69.19,X,field_out,hit_into_play,Trea Turner flies out to right fielder Jesus Sanchez.,fly_ball,96.4,27.0,5.0,350.0,MIA,PHI,8,Top,R,2,2,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,142.70246778,322.1412126800001,Oppo,True,2,717426-60-5
2023,2023-07-09,717426,2,2,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,5.0,0.04,2.38,3.26,1.64,84.4,155.05,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Jean Segura to first baseman Garrett Cooper.",ground_ball,89.8,-20.0,2.0,7.0,MIA,PHI,1,Top,R,0,0,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-102.37242442,107.86290062,Pull,False,0,717426-2-2
2023,2023-07-08,717438,42,3,607208,"Turner, Trea",L,R,SI,Sinker,7.0,-0.78,2.1,3.26,1.63,109.64,157.0,X,field_out,hit_into_play,"Trea Turner grounds out sharply, shortstop Jon Berti to first baseman Yuli Gurriel.",ground_ball,102.8,6.0,4.0,140.0,MIA,PHI,5,Top,R,3,3,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-39.38168838000001,102.99634217000003,Pull,False,0,717438-42-3
2023,2023-07-08,717438,2,6,607208,"Turner, Trea",L,R,SL,Slider,7.0,-0.42,1.85,3.26,1.63,32.22,82.85,X,home_run,hit_into_play,Trea Turner homers (10) on a fly ball to left field.,fly_ball,94.3,29.0,3.0,368.0,MIA,PHI,1,Top,R,0,1,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-232.59653720000003,288.0503468200001,Pull,False,0,717438-2-6
2023,2023-07-07,717466,38,4,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,9.0,0.8,2.01,3.24,1.62,151.26,159.04,X,field_out,hit_into_play,"Trea Turner grounds out, second baseman Luis Arraez to first baseman Garrett Cooper.",ground_ball,81.8,-16.0,2.0,6.0,MIA,PHI,5,Top,R,0,0,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,64.48813863999997,97.90517333000005,Oppo,False,2,717466-38-4
2023,2023-07-07,717466,21,3,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,6.0,0.52,2.32,3.24,1.62,142.63,154.97,X,field_out,hit_into_play,"Trea Turner grounds out, second baseman Luis Arraez to first baseman Garrett Cooper.",ground_ball,91.9,-21.0,2.0,6.0,MIA,PHI,3,Top,R,0,0,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,42.95049790999999,108.06255430000003,Oppo,False,2,717466-21-3
2023,2023-07-07,717466,2,8,607208,"Turner, Trea",R,R,CH,Changeup,8.0,0.27,1.72,3.24,1.62,126.9,86.81,X,single,hit_into_play,Trea Turner singles on a ground ball to center fielder Dane Myers.,ground_ball,102.5,-5.0,2.0,16.0,MIA,PHI,1,Top,R,0,0,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,3.69359308000001,278.16748966000006,Straightaway,False,1,717466-2-8
2023,2023-07-07,717466,58,3,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,4.0,-0.39,2.31,3.24,1.62,133.08,85.81,X,field_out,hit_into_play,Trea Turner lines out to center fielder Dane Myers.,line_drive,88.5,19.0,4.0,283.0,MIA,PHI,8,Top,R,1,1,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,19.116839860000027,280.66316066,Straightaway,False,1,717466-58-3
2023,2023-07-06,717472,73,2,607208,"Turner, Trea",R,R,SI,Sinker,4.0,-0.62,2.55,3.21,1.6,169.14,85.7,X,single,hit_into_play,Trea Turner singles on a sharp line drive to right fielder Manuel Margot.   Garrett Stubbs scores.    Cristian Pache to 2nd.,line_drive,100.1,11.0,4.0,208.0,TB,PHI,11,Top,R,2,3,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,109.11073611999997,280.93768447,Oppo,False,2,717472-73-2
2023,2023-07-06,717472,2,4,607208,"Turner, Trea",R,R,SL,Slider,8.0,0.1,1.79,3.21,1.6,105.28,159.51,X,single,hit_into_play,"Phillies challenged (play at 1st), call on the field was overturned: Trea Turner singles on a ground ball to shortstop Wander Franco.",ground_ball,99.0,-14.0,2.0,7.0,TB,PHI,1,Top,R,0,0,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-50.26281394000001,96.73220796000005,Pull,False,0,717472-2-4
2023,2023-07-06,717472,37,1,607208,"Turner, Trea",R,R,ST,Sweeper,2.0,0.25,3.03,3.21,1.6,138.12,177.4,X,field_error,hit_into_play,"Trea Turner reaches on a missed catch error by pitcher Kevin Kelly, assist to first baseman Yandy Diaz.",ground_ball,43.4,-38.0,1.0,4.0,TB,PHI,6,Top,R,1,1,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,31.69502170000001,52.08465377000002,Oppo,False,2,717472-37-1
2023,2023-07-05,717491,38,1,607208,"Turner, Trea",R,R,SL,Slider,4.0,-0.42,2.09,3.19,1.59,63.03,131.46,X,home_run,hit_into_play,Trea Turner homers (9) on a fly ball to left field.,fly_ball,95.5,38.0,3.0,364.0,TB,PHI,5,Top,R,3,4,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-155.70491369,166.73577951000001,Pull,False,0,717491-38-1
2023,2023-07-05,717491,2,6,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,8.0,0.27,1.89,3.19,1.59,126.71,139.19,X,field_out,hit_into_play,"Trea Turner grounds out sharply, second baseman Brandon Lowe to first baseman Luke Raley.",ground_ball,105.8,-14.0,2.0,7.0,TB,PHI,1,Top,R,0,0,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,3.2194155899999806,147.44424268000003,Straightaway,False,1,717491-2-6
2023,2023-07-05,717491,21,6,607208,"Turner, Trea",R,R,SI,Sinker,5.0,0.12,2.56,3.19,1.59,180.6,94.04,X,single,hit_into_play,Trea Turner singles on a line drive to right fielder Josh Lowe.,line_drive,89.9,17.0,4.0,243.0,TB,PHI,3,Top,R,2,2,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,137.71112578,260.12378833,Oppo,False,2,717491-21-6
2023,2023-07-04,717499,39,4,607208,"Turner, Trea",R,R,SI,Sinker,4.0,-0.38,2.59,3.19,1.59,108.11,167.71,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",ground_ball,97.4,-14.0,2.0,10.0,TB,PHI,6,Top,R,1,1,2,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-43.20006501000001,76.26770576000001,Pull,False,0,717499-39-4
2023,2023-07-04,717499,18,2,607208,"Turner, Trea",R,R,FC,Cutter,3.0,0.31,3.03,3.19,1.59,124.33,118.22,X,field_out,hit_into_play,Trea Turner pops out to second baseman Brandon Lowe.,popup,95.1,58.0,3.0,204.0,TB,PHI,3,Top,R,1,1,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-2.7202813900000087,199.77846355000005,Straightaway,False,1,717499-18-2
2023,2023-07-02,717528,42,1,607208,"Turner, Trea",R,R,SI,Sinker,11.0,-0.83,2.74,3.18,1.59,148.55,185.82,X,field_out,hit_into_play,Trea Turner pops out softly to first baseman Dominic Smith in foul territory.,popup,56.9,72.0,1.0,70.0,PHI,WSH,5,Bot,R,3,3,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,57.72487023000003,31.071103950000044,Oppo,True,2,717528-42-1
2023,2023-07-02,717528,5,7,607208,"Turner, Trea",R,R,SL,Slider,14.0,1.16,1.64,3.18,1.59,151.65,162.89,X,field_out,hit_into_play,Trea Turner grounds out to first baseman Dominic Smith.,ground_ball,69.9,7.0,2.0,84.0,PHI,WSH,1,Bot,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,65.46145033000002,88.29683998000007,Oppo,True,2,717528-5-7
2023,2023-07-02,717528,73,8,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,8.0,0.27,1.81,3.18,1.59,110.5,153.73,X,field_out,hit_into_play,"Trea Turner grounds out, shortstop Ildemaro Vargas to first baseman Dominic Smith.",ground_ball,98.7,-9.0,2.0,11.0,PHI,WSH,9,Bot,R,4,4,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-37.235411320000004,111.15718634000007,Pull,False,0,717528-73-8
2023,2023-07-01,717543,60,7,607208,"Turner, Trea",R,R,ST,Sweeper,5.0,0.2,2.54,3.18,1.59,187.0,82.88,X,field_out,hit_into_play,Trea Turner flies out to right fielder Lane Thomas.,fly_ball,93.6,35.0,3.0,325.0,PHI,WSH,5,Bot,R,19,19,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,153.68342018,287.97547669000005,Oppo,False,2,717543-60-7
2023,2023-07-01,717543,51,7,607208,"Turner, Trea",L,R,SI,Sinker,14.0,0.92,2.12,3.18,1.59,190.67,116.2,X,single,hit_into_play,Trea Turner singles on a sharp line drive to right fielder Lane Thomas.   Kyle Schwarber to 2nd.,line_drive,101.7,8.0,4.0,172.0,PHI,WSH,5,Bot,R,11,11,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,162.84253274999998,204.81971897000003,Oppo,True,2,717543-51-7
2023,2023-07-01,717543,34,6,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,13.0,-0.37,1.44,3.18,1.59,176.2,60.57,X,double,hit_into_play,Trea Turner doubles (18) on a sharp line drive to center fielder Derek Hill.,line_drive,101.9,22.0,6.0,364.0,PHI,WSH,4,Bot,R,7,7,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,126.73017337999998,343.6538967000001,Oppo,True,2,717543-34-6
2023,2023-06-30,717563,47,4,607208,"Turner, Trea",R,R,SI,Sinker,6.0,0.32,2.11,3.18,1.59,135.9,114.03,X,single,hit_into_play,Trea Turner singles on a ground ball to center fielder Derek Hill.,ground_ball,91.1,-44.0,2.0,2.0,PHI,WSH,6,Bot,R,1,1,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,26.154632080000013,210.23532504000005,Straightaway,False,1,717563-47-4
2023,2023-06-30,717563,26,3,607208,"Turner, Trea",R,R,ST,Sweeper,14.0,1.19,2.14,3.18,1.59,126.46,192.53,X,field_out,hit_into_play,Trea Turner lines out to shortstop CJ Abrams.,line_drive,81.7,14.0,4.0,184.0,PHI,WSH,3,Bot,R,1,1,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,2.59549783999998,14.325151540000023,Straightaway,True,1,717563-26-3
2023,2023-06-30,717563,62,8,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,4.0,-0.43,2.4,3.18,1.59,127.17,71.13,X,field_out,hit_into_play,Trea Turner lines out sharply to center fielder Derek Hill.,line_drive,104.2,16.0,5.0,318.0,PHI,WSH,8,Bot,R,1,1,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,4.36742425,317.29961094000004,Straightaway,False,1,717563-62-8
2023,2023-06-29,717567,38,6,607208,"Turner, Trea",R,R,CH,Changeup,8.0,0.15,2.08,3.18,1.6,122.34,170.72,X,field_out,hit_into_play,Trea Turner pops out to shortstop Dansby Swanson.,popup,66.8,73.0,3.0,72.0,CHC,PHI,5,Top,R,3,3,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-7.6866666799999965,68.75573605000004,Straightaway,False,1,717567-38-6
2023,2023-06-29,717567,20,1,607208,"Turner, Trea",R,R,SI,Sinker,7.0,-0.4,1.67,3.18,1.6,173.14,111.66,X,single,hit_into_play,Trea Turner singles on a line drive to right fielder Mike Tauchman.   Kody Clemens to 2nd.,line_drive,91.1,13.0,4.0,207.0,CHC,PHI,3,Top,R,1,1,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,119.09342011999998,216.15006531000006,Oppo,False,2,717567-20-1
2023,2023-06-29,717567,2,4,607208,"Turner, Trea",R,R,CH,Changeup,13.0,-0.33,1.19,3.18,1.6,43.76,101.82,X,double,hit_into_play,Trea Turner doubles (17) on a line drive to left fielder Ian Happ.,line_drive,93.0,18.0,4.0,276.0,CHC,PHI,1,Top,R,1,1,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-203.79649386,240.70746795000005,Pull,True,0,717567-2-4
2023,2023-06-28,717584,32,1,607208,"Turner, Trea",L,R,FC,Cutter,11.0,-0.36,3.44,3.19,1.6,104.84,159.69,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Nick Madrigal to first baseman Cody Bellinger.   Kyle Schwarber to 3rd.",ground_ball,103.0,3.0,4.0,76.0,CHC,PHI,4,Top,R,5,5,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-51.36090918,96.28298718000003,Pull,True,0,717584-32-1
2023,2023-06-28,717584,14,3,607208,"Turner, Trea",L,R,KC,Knuckle Curve,14.0,1.03,2.12,3.19,1.6,155.79,98.02,X,single,hit_into_play,Trea Turner singles on a line drive to right fielder Christopher Morel.   Cristian Pache to 3rd.,line_drive,75.6,28.0,3.0,245.0,CHC,PHI,2,Top,R,2,2,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,75.79352826999998,250.19101775000004,Oppo,True,2,717584-14-3
2023,2023-06-28,717584,53,1,607208,"Turner, Trea",R,R,SI,Sinker,11.0,-1.11,2.56,3.19,1.6,85.93,142.2,X,field_out,hit_into_play,Trea Turner pops out to shortstop Dansby Swanson.,popup,62.4,50.0,3.0,175.0,CHC,PHI,6,Top,R,8,8,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-98.55404779,139.93227297000007,Pull,True,0,717584-53-1
2023,2023-06-28,717584,2,1,607208,"Turner, Trea",L,R,KC,Knuckle Curve,6.0,0.44,2.25,3.19,1.6,202.15,96.25,X,field_out,hit_into_play,Trea Turner flies out to right fielder Christopher Morel.,fly_ball,92.6,29.0,3.0,315.0,CHC,PHI,1,Top,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,191.49283583000002,254.60835542000004,Oppo,False,2,717584-2-1
2023,2023-06-27,717596,49,1,607208,"Turner, Trea",R,R,SI,Sinker,4.0,-0.69,2.22,3.2,1.6,127.32,144.79,X,field_out,hit_into_play,"Trea Turner grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.",ground_ball,86.3,-13.0,2.0,9.0,CHC,PHI,7,Top,R,5,5,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,4.741774899999979,133.46848508000005,Straightaway,False,1,717596-49-1
2023,2023-06-27,717596,2,7,607208,"Turner, Trea",R,R,SI,Sinker,2.0,-0.13,2.76,3.2,1.6,203.69,116.69,X,single,hit_into_play,"Trea Turner singles on a line drive to right fielder Seiya Suzuki.   Kyle Schwarber scores.  Trea Turner out at 2nd on the throw, right fielder Seiya Suzuki to first baseman Cody Bellinger.",line_drive,90.8,16.0,4.0,240.0,CHC,PHI,1,Top,R,0,1,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,195.33616917,203.59684018000004,Oppo,False,2,717596-2-7
2023,2023-06-25,717624,25,2,607208,"Turner, Trea",R,R,SL,Slider,8.0,-0.27,1.94,3.19,1.59,87.39,111.21,X,single,hit_into_play,Trea Turner singles on a ground ball to left fielder Tommy Pham.   Edmundo Sosa scores.    Kyle Schwarber to 2nd.,ground_ball,102.2,-7.0,2.0,15.0,PHI,NYM,3,Bot,R,1,2,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-94.91036813000001,217.27311726000005,Pull,False,0,717624-25-2
2023,2023-06-25,717624,65,6,607208,"Turner, Trea",R,R,ST,Sweeper,5.0,-0.2,2.33,3.19,1.59,76.18,77.4,X,field_out,hit_into_play,Trea Turner flies out to left fielder Tommy Pham.,fly_ball,89.2,37.0,3.0,325.0,PHI,NYM,7,Bot,R,3,3,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-122.88684004,301.65175377,Pull,False,0,717624-65-6
2023,2023-06-25,717624,6,1,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,5.0,-0.13,2.25,3.19,1.59,131.58,29.27,X,home_run,hit_into_play,Trea Turner homers (8) on a fly ball to center field.,fly_ball,107.6,21.0,6.0,415.0,PHI,NYM,1,Bot,R,0,1,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,15.373333360000029,421.76839900000004,Straightaway,False,1,717624-6-1
2023,2023-06-24,717635,38,4,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,14.0,0.06,1.46,3.2,1.6,88.43,82.6,X,single,hit_into_play,Trea Turner singles on a line drive to left fielder Mark Canha.   Brandon Marsh scores.,line_drive,92.6,14.0,4.0,244.0,PHI,NYM,5,Bot,R,1,2,2,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-92.31487028999999,288.67426457000005,Pull,True,0,717635-38-4
2023,2023-06-24,717635,23,3,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,8.0,-0.14,1.92,3.2,1.6,185.27,96.76,X,field_out,hit_into_play,Trea Turner flies out to right fielder Starling Marte.,fly_ball,86.9,36.0,3.0,293.0,PHI,NYM,3,Bot,R,0,0,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,149.36590935000004,253.33556321000003,Oppo,False,2,717635-23-3
2023,2023-06-24,717635,6,4,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,14.0,0.69,1.31,3.2,1.6,170.29,97.94,X,field_out,hit_into_play,Trea Turner flies out to right fielder Starling Marte.,fly_ball,82.8,40.0,3.0,274.0,PHI,NYM,1,Bot,R,0,0,2,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,111.98075776999998,250.39067143000005,Oppo,True,2,717635-6-4
2023,2023-06-23,717656,39,4,607208,"Turner, Trea",R,R,FO,Forkball,7.0,-0.54,1.83,3.19,1.6,88.58,74.9,X,field_out,hit_into_play,Trea Turner flies out to left fielder Tommy Pham.,fly_ball,85.8,34.0,3.0,321.0,PHI,NYM,5,Bot,R,2,2,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-91.94051964000002,307.89093127,Pull,False,0,717656-39-4
2023,2023-06-23,717656,51,5,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,2.0,-0.15,2.8,3.19,1.6,79.19,108.16,X,single,hit_into_play,Trea Turner singles on a ground ball to left fielder Tommy Pham.   Alec Bohm scores.    Brandon Marsh scores.    Kyle Schwarber to 2nd.,ground_ball,100.9,7.0,4.0,145.0,PHI,NYM,6,Bot,R,3,5,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-115.37487033000002,224.88491381000006,Pull,False,0,717656-51-5
2023,2023-06-22,717657,42,1,607208,"Turner, Trea",R,R,SI,Sinker,13.0,-0.86,2.03,3.19,1.6,109.74,179.69,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Austin Riley to first baseman Matt Olson.",ground_ball,68.6,-56.0,2.0,1.0,PHI,ATL,6,Bot,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-39.13212128000002,46.36956718000003,Pull,True,0,717657-42-1
2023,2023-06-20,717689,39,3,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,2.0,0.21,3.12,3.19,1.6,161.39,50.2,X,field_out,hit_into_play,Trea Turner flies out sharply to center fielder Michael Harris II.   Brandon Marsh to 3rd.,fly_ball,102.5,26.0,6.0,378.0,PHI,ATL,5,Bot,R,0,0,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,89.76928586999996,369.53400497,Oppo,False,2,717689-39-3
2023,2023-06-20,717689,23,5,607208,"Turner, Trea",R,R,SL,Slider,13.0,-0.35,1.39,3.19,1.6,126.27,186.96,X,field_out,hit_into_play,"Trea Turner grounds out, pitcher Spencer Strider to first baseman Matt Olson.",ground_ball,62.0,-65.0,2.0,1.0,PHI,ATL,3,Bot,R,0,0,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,2.121320349999986,28.226039010000008,Straightaway,True,1,717689-23-5
2023,2023-06-20,717689,65,5,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,9.0,0.82,2.04,3.19,1.6,152.17,52.66,X,field_out,hit_into_play,Trea Turner lines out sharply to center fielder Michael Harris II.,line_drive,102.0,20.0,5.0,367.0,PHI,ATL,8,Bot,R,1,1,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,66.75919924999997,363.3946543100001,Straightaway,False,1,717689-65-5
2023,2023-06-20,717689,5,2,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,5.0,-0.05,2.66,3.19,1.6,186.32,77.5,X,field_out,hit_into_play,Trea Turner flies out to right fielder Ronald Acuna Jr.,fly_ball,97.2,31.0,5.0,335.0,PHI,ATL,1,Bot,R,0,0,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,151.9863639,301.40218667000005,Oppo,False,2,717689-5-2
2023,2023-06-18,717705,37,2,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,3.0,0.56,2.92,3.18,1.6,127.55,188.94,X,field_out,hit_into_play,Trea Turner pops out to first baseman Ryan Noda in foul territory.,popup,78.8,79.0,3.0,96.0,OAK,PHI,5,Top,R,2,2,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,5.315779229999989,23.284610430000033,Oppo,False,2,717705-37-2
2023,2023-06-18,717705,58,3,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,7.0,-0.38,1.67,3.18,1.6,87.03,96.05,X,single,hit_into_play,Trea Turner singles on a ground ball to left fielder Seth Brown.   Cristian Pache scores.,ground_ball,104.9,4.0,4.0,121.0,OAK,PHI,8,Top,R,2,3,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-95.80880969,255.10748962000005,Pull,False,0,717705-58-3
