pitcher,val_y0,val_y1,delta,metric,y0,y1,basis,pitcher_label
605400,0.6014,0.5795,-0.0219,shadow_zone_rate,2025,2026,2026_abs_rails,"Nola, Aaron"
621237,0.6051,0.5427,-0.0624,shadow_zone_rate,2025,2026,2026_abs_rails,"Alvarado, José"
621383,0.6014,0.6229,0.0215,shadow_zone_rate,2025,2026,2026_abs_rails,"Banks, Tanner"
645261,0.6266,0.6182,-0.0084,shadow_zone_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
650911,0.6413,0.5926,-0.0487,shadow_zone_rate,2025,2026,2026_abs_rails,"Sánchez, Cristopher"
661395,0.6523,0.5749,-0.0774,shadow_zone_rate,2025,2026,2026_abs_rails,"Duran, Jhoan"
666200,0.6032,0.5934,-0.0098,shadow_zone_rate,2025,2026,2026_abs_rails,"Luzardo, Jesús"
689147,0.6518,0.589,-0.0628,shadow_zone_rate,2025,2026,2026_abs_rails,"Kerkering, Orion"
519242,0.3846,0.3819,-0.0027,shadow_miss_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
554430,0.4129,0.4445,0.0316,shadow_miss_rate,2025,2026,2026_abs_rails,"Wheeler, Zack"
592836,0.4052,0.4245,0.0193,shadow_miss_rate,2025,2026,2026_abs_rails,"Walker, Taijuan"
605400,0.3986,0.4205,0.0219,shadow_miss_rate,2025,2026,2026_abs_rails,"Nola, Aaron"
621237,0.3949,0.4573,0.0624,shadow_miss_rate,2025,2026,2026_abs_rails,"Alvarado, José"
621383,0.3986,0.3771,-0.0215,shadow_miss_rate,2025,2026,2026_abs_rails,"Banks, Tanner"
645261,0.3734,0.3818,0.0084,shadow_miss_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
650911,0.3587,0.4074,0.0487,shadow_miss_rate,2025,2026,2026_abs_rails,"Sánchez, Cristopher"
661395,0.3477,0.4251,0.0774,shadow_miss_rate,2025,2026,2026_abs_rails,"Duran, Jhoan"
666200,0.3968,0.4066,0.0098,shadow_miss_rate,2025,2026,2026_abs_rails,"Luzardo, Jesús"
689147,0.3482,0.411,0.0628,shadow_miss_rate,2025,2026,2026_abs_rails,"Kerkering, Orion"
519242,0.3158,0.3026,-0.0132,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
554430,0.2805,0.306,0.0255,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Wheeler, Zack"
592836,0.2023,0.2222,0.0199,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Walker, Taijuan"
605400,0.2994,0.2899,-0.0095,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Nola, Aaron"
621237,0.2446,0.2563,0.0117,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Alvarado, José"
621383,0.2312,0.2398,0.0086,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Banks, Tanner"
645261,0.2874,0.292,0.0046,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
650911,0.258,0.306,0.048,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Sánchez, Cristopher"
661395,0.3505,0.2951,-0.0554,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Duran, Jhoan"
666200,0.2591,0.288,0.0289,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Luzardo, Jesús"
689147,0.2196,0.2248,0.0052,beyond_shadow_chase_rate,2025,2026,2026_abs_rails,"Kerkering, Orion"
519242,0.4545,0.5278,0.0733,edge_out_chase_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
554430,0.5957,0.5704,-0.0253,edge_out_chase_rate,2025,2026,2026_abs_rails,"Wheeler, Zack"
592836,0.5523,0.4493,-0.103,edge_out_chase_rate,2025,2026,2026_abs_rails,"Walker, Taijuan"
605400,0.5122,0.503,-0.0092,edge_out_chase_rate,2025,2026,2026_abs_rails,"Nola, Aaron"
621237,0.5,0.5503,0.0503,edge_out_chase_rate,2025,2026,2026_abs_rails,"Alvarado, José"
621383,0.5748,0.5758,0.001,edge_out_chase_rate,2025,2026,2026_abs_rails,"Banks, Tanner"
645261,0.5152,0.6744,0.1592,edge_out_chase_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
650911,0.5204,0.5464,0.026,edge_out_chase_rate,2025,2026,2026_abs_rails,"Sánchez, Cristopher"
661395,0.6727,0.5662,-0.1065,edge_out_chase_rate,2025,2026,2026_abs_rails,"Duran, Jhoan"
666200,0.5225,0.5073,-0.0152,edge_out_chase_rate,2025,2026,2026_abs_rails,"Luzardo, Jesús"
689147,0.4295,0.5,0.0705,edge_out_chase_rate,2025,2026,2026_abs_rails,"Kerkering, Orion"
519242,0.4372,0.4372,0.0,geo_zone_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
554430,0.4107,0.378,-0.0327,geo_zone_rate,2025,2026,2026_abs_rails,"Wheeler, Zack"
592836,0.413,0.4127,-0.0003,geo_zone_rate,2025,2026,2026_abs_rails,"Walker, Taijuan"
605400,0.3818,0.3999,0.0181,geo_zone_rate,2025,2026,2026_abs_rails,"Nola, Aaron"
621237,0.4347,0.3804,-0.0543,geo_zone_rate,2025,2026,2026_abs_rails,"Alvarado, José"
621383,0.4551,0.4539,-0.0012,geo_zone_rate,2025,2026,2026_abs_rails,"Banks, Tanner"
645261,0.485,0.473,-0.012,geo_zone_rate,2025,2026,2026_abs_rails,"opponent arm (name not in log, O-10)"
650911,0.4677,0.425,-0.0427,geo_zone_rate,2025,2026,2026_abs_rails,"Sánchez, Cristopher"
661395,0.4552,0.417,-0.0382,geo_zone_rate,2025,2026,2026_abs_rails,"Duran, Jhoan"
666200,0.434,0.4252,-0.0088,geo_zone_rate,2025,2026,2026_abs_rails,"Luzardo, Jesús"
689147,0.4765,0.4235,-0.053,geo_zone_rate,2025,2026,2026_abs_rails,"Kerkering, Orion"
