player_name,game_year,plate_apps,pitches,at_bats,hits,walks,unint_walks,hbp,strikeouts,sf,singles,doubles,triples,hrs,bip,ba,obp,slg,ops,iso,krate,bbrate,babip,woba,swings,swing_rate,whiff_rate,chase_rate,bips,tracked_bips,gb_rate,fb_rate,ld_rate,mean_la,mean_ev,hard_hit_rate,barrel_rate,pull_air_rate,swing_rate_in_zone,whiff_rate_in_zone
"García, Adolis",2026,259,1082,231,45,21,21,4,84,3,29,8,1,7,150,0.19480519480519481,0.2702702702702703,0.329004329004329,0.5992745992745994,0.1341991341991342,0.32432432432432434,0.08108108108108109,0.26573426573426573,0.26770656370656365,491,0.4537892791127542,0.34623217922606925,0.2977624784853701,150,150,0.3933333333333333,0.23333333333333334,0.2866666666666667,14.546666666666667,92.146,0.48,0.09333333333333334,0.16,0.6347305389221557,0.2169811320754717
"Goeddel, Tyler",2016,234,904,213,41,17,17,2,52,1,31,3,3,4,163,0.19248826291079812,0.2575107296137339,0.29107981220657275,0.5485905418203066,0.09859154929577463,0.2222222222222222,0.07264957264957266,0.23417721518987342,0.244206008583691,413,0.45685840707964603,0.25181598062953997,0.2660332541567696,163,159,0.5460122699386503,0.17177914110429449,0.22085889570552147,6.188679245283019,87.30754716981131,0.3006134969325153,0.018404907975460124,0.08588957055214724,0.6231884057971014,0.2059800664451827
"Gosselin, Phil",2019,68,266,65,17,3,3,0,16,0,14,3,0,0,49,0.26153846153846155,0.29411764705882354,0.3076923076923077,0.6018099547511313,0.046153846153846156,0.23529411764705882,0.04411764705882353,0.3469387755102041,0.26325,121,0.4548872180451128,0.2396694214876033,0.3333333333333333,49,49,0.40816326530612246,0.2857142857142857,0.24489795918367346,,,0.3673469387755102,0.061224489795918366,0.10204081632653061,0.5859375,0.17333333333333334
"Gosselin, Phil",2020,101,418,92,23,9,9,0,27,0,15,5,0,3,65,0.25,0.31683168316831684,0.40217391304347827,0.7190055962117952,0.15217391304347827,0.26732673267326734,0.0891089108910891,0.3225806451612903,0.3134950495049505,170,0.40669856459330145,0.2529411764705882,0.24561403508771928,65,65,0.38461538461538464,0.2,0.3076923076923077,14.415384615384616,84.38615384615385,0.2923076923076923,0.06153846153846154,0.2153846153846154,0.6,0.20175438596491227
"Gregorius, Didi",2020,234,902,215,61,12,12,4,28,2,39,10,2,10,190,0.2837209302325581,0.33047210300429186,0.4883720930232558,0.8188441960275477,0.20465116279069767,0.11965811965811966,0.05128205128205128,0.2849162011173184,0.3477381974248927,483,0.5354767184035477,0.19047619047619047,0.33185840707964603,190,189,0.38421052631578945,0.22631578947368422,0.2631578947368421,17.396825396825395,83.38095238095238,0.2789473684210526,0.042105263157894736,0.2631578947368421,0.74,0.13213213213213212
"Gregorius, Didi",2021,407,1580,368,77,24,24,8,67,7,46,16,2,13,308,0.20923913043478262,0.2678132678132678,0.3695652173913043,0.6373784852045721,0.1603260869565217,0.16461916461916462,0.05896805896805897,0.21694915254237288,0.274980343980344,859,0.5436708860759494,0.24563445867287545,0.31722428748451054,308,306,0.38311688311688313,0.2597402597402597,0.21753246753246752,18.284313725490197,85.78856209150327,0.2662337662337662,0.022727272727272728,0.2597402597402597,0.7800776196636481,0.18739635157545606
"Gregorius, Didi",2022,232,827,214,45,13,13,3,36,2,31,9,4,1,180,0.2102803738317757,0.2629310344827586,0.3037383177570093,0.5666693522397679,0.09345794392523363,0.15517241379310345,0.05603448275862069,0.24581005586592178,0.2514913793103448,500,0.6045949214026602,0.24,0.41067285382830626,180,179,0.4166666666666667,0.26666666666666666,0.22777777777777777,15.12290502793296,84.14022346368715,0.22777777777777777,0.027777777777777776,0.16666666666666666,0.8156565656565656,0.13003095975232198
"Hall, Darick",2022,142,543,136,34,5,5,1,44,0,16,8,1,9,92,0.25,0.28169014084507044,0.5220588235294118,0.8037489643744822,0.2720588235294118,0.30985915492957744,0.035211267605633804,0.30120481927710846,0.3425774647887324,285,0.5248618784530387,0.3368421052631579,0.32592592592592595,92,92,0.34782608695652173,0.358695652173913,0.2391304347826087,18.608695652173914,91.41086956521738,0.44565217391304346,0.17391304347826086,0.2608695652173913,0.7216117216117216,0.2233502538071066
"Hall, Darick",2023,56,205,54,9,2,2,0,18,0,7,1,0,1,36,0.16666666666666666,0.19642857142857142,0.24074074074074073,0.43716931216931215,0.07407407407407407,0.32142857142857145,0.03571428571428571,0.22857142857142856,0.19323214285714285,116,0.5658536585365853,0.2413793103448276,0.32989690721649484,36,36,0.3888888888888889,0.16666666666666666,0.3333333333333333,,,0.3888888888888889,0.027777777777777776,0.2222222222222222,0.7777777777777778,0.17857142857142858
"Harang, Aaron",2015,58,188,48,8,1,1,0,18,0,7,1,0,0,39,0.16666666666666666,0.1836734693877551,0.1875,0.3711734693877551,0.020833333333333343,0.3103448275862069,0.017241379310344827,0.26666666666666666,0.16551020408163264,108,0.574468085106383,0.28703703703703703,0.3372093023255814,39,30,0.8461538461538461,0.07692307692307693,0.07692307692307693,,,0.1282051282051282,0.0,0.0,0.7745098039215687,0.17721518987341772
"Harper, Bryce",2019,671,2787,573,149,88,88,6,178,4,77,36,1,35,399,0.2600349040139616,0.3621460506706408,0.5095986038394416,0.8717446545100824,0.24956369982547993,0.26527570789865873,0.13114754098360656,0.3131868131868132,0.36552160953800295,1358,0.4872622891998565,0.3379970544918999,0.3037037037037037,399,395,0.39598997493734334,0.2857142857142857,0.2756892230576441,13.60506329113924,91.8146835443038,0.45614035087719296,0.14786967418546365,0.20050125313283207,0.7420736932305055,0.2390300230946882
"Harper, Bryce",2020,236,973,190,51,41,41,2,43,2,27,9,2,13,150,0.26842105263157895,0.4,0.5421052631578948,0.9421052631578948,0.2736842105263158,0.18220338983050846,0.17372881355932204,0.27941176470588236,0.3997489361702128,447,0.45940390544707094,0.28635346756152125,0.28330522765598654,150,150,0.4,0.3333333333333333,0.22,13.96,90.34333333333333,0.5066666666666667,0.17333333333333334,0.18666666666666668,0.7342105263157894,0.17921146953405018
"Harper, Bryce",2021,585,2401,488,151,86,86,5,134,4,73,42,1,35,360,0.3094262295081967,0.41509433962264153,0.6147540983606558,1.0298484379832973,0.30532786885245905,0.22905982905982905,0.147008547008547,0.3591331269349845,0.43098799313893654,1139,0.4743856726364015,0.31957857769973663,0.2471655328798186,360,360,0.41944444444444445,0.2638888888888889,0.2722222222222222,12.869444444444444,91.06333333333335,0.49722222222222223,0.18055555555555555,0.18055555555555555,0.7532467532467533,0.24630541871921183
"Harper, Bryce",2022,487,1854,433,128,42,42,4,101,7,68,35,1,24,340,0.2956120092378753,0.35802469135802467,0.5473441108545035,0.9053688022125281,0.25173210161662823,0.20739219712525667,0.08624229979466119,0.33015873015873015,0.3855843621399177,1055,0.5690399137001079,0.2900473933649289,0.3633720930232558,340,339,0.40588235294117647,0.2676470588235294,0.29411764705882354,12.064896755162241,91.8,0.49117647058823527,0.14411764705882352,0.19705882352941176,0.8272506082725061,0.20588235294117646
"Harper, Bryce",2023,591,2250,499,146,83,83,5,130,4,90,29,1,26,373,0.2925851703406814,0.39593908629441626,0.5110220440881763,0.9069611303825926,0.21843687374749493,0.21996615905245348,0.1404399323181049,0.345821325648415,0.3902148900169204,1139,0.5062222222222222,0.334503950834065,0.3257016248153619,373,373,0.4450402144772118,0.2359249329758713,0.2680965147453083,9.428954423592494,91.3656836461126,0.4772117962466488,0.16353887399463807,0.20107238605898123,0.7790178571428571,0.20916905444126074
"Harper, Bryce",2024,637,2547,562,161,70,70,2,143,2,86,44,0,31,422,0.28647686832740216,0.3663522012578616,0.5302491103202847,0.8966013115781463,0.2437722419928825,0.22448979591836735,0.10989010989010989,0.3333333333333333,0.3840377358490566,1339,0.5257165292500982,0.26960418222554144,0.331720801658604,422,420,0.3862559241706161,0.3009478672985782,0.2725118483412322,13.6,91.05833333333334,0.4834123222748815,0.10900473933649289,0.19194312796208532,0.7809090909090909,0.15250291036088476
"Harper, Bryce",2025,592,2241,516,134,67,67,6,124,3,74,33,0,27,395,0.2596899224806202,0.34966216216216217,0.4806201550387597,0.8302823172009219,0.22093023255813954,0.20945945945945946,0.11317567567567567,0.2907608695652174,0.3584662162162162,1217,0.5430611334225792,0.3073130649137223,0.35731039874902265,395,395,0.4379746835443038,0.2810126582278481,0.25569620253164554,11.331645569620253,90.8559493670886,0.47341772151898737,0.1189873417721519,0.20253164556962025,0.7898022892819979,0.19104084321475626
"Harper, Bryce",2026,555,2200,455,117,92,89,1,116,7,65,23,3,26,346,0.2571428571428571,0.3783783783783784,0.49230769230769234,0.8706860706860707,0.23516483516483522,0.209009009009009,0.16576576576576577,0.284375,0.3759764492753623,1079,0.4904545454545455,0.30120481927710846,0.32862745098039214,346,346,0.4393063583815029,0.2745664739884393,0.2514450867052023,12.289017341040463,90.21300578034682,0.44508670520231214,0.10982658959537572,0.17630057803468208,0.7236842105263158,0.1712121212121212
"Harrison, Josh",2023,114,392,103,21,3,3,6,20,2,16,3,0,2,85,0.20388349514563106,0.2631578947368421,0.2912621359223301,0.5544200306591722,0.08737864077669902,0.17543859649122806,0.02631578947368421,0.2289156626506024,0.24835087719298243,201,0.5127551020408163,0.21890547263681592,0.30857142857142855,85,85,0.49411764705882355,0.16470588235294117,0.25882352941176473,10.694117647058823,86.63529411764706,0.25882352941176473,0.023529411764705882,0.1411764705882353,0.6774193548387096,0.20408163265306123
"Haseley, Adam",2019,241,976,222,59,13,13,5,60,0,40,14,0,5,163,0.26576576576576577,0.32083333333333336,0.3963963963963964,0.7172297297297298,0.13063063063063063,0.24896265560165975,0.05394190871369295,0.34394904458598724,0.3087625,487,0.4989754098360656,0.2874743326488706,0.30392156862745096,163,162,0.5828220858895705,0.15337423312883436,0.2147239263803681,4.962962962962963,87.31913580246913,0.2883435582822086,0.03680981595092025,0.1165644171779141,0.7124463519313304,0.1716867469879518
"Haseley, Adam",2020,91,369,79,22,6,6,2,17,1,17,5,0,0,66,0.27848101265822783,0.3409090909090909,0.34177215189873417,0.682681242807825,0.06329113924050633,0.18681318681318682,0.06593406593406594,0.3492063492063492,0.305125,158,0.4281842818428184,0.1518987341772152,0.27692307692307694,66,66,0.5606060606060606,0.10606060606060606,0.3181818181818182,-0.6363636363636364,83.98484848484848,0.3181818181818182,0.015151515151515152,0.06060606060606061,0.5977011494252874,0.0673076923076923
"Hays, Austin",2024,84,281,82,20,0,0,2,22,0,13,5,0,2,60,0.24390243902439024,0.2619047619047619,0.3780487804878049,0.6399535423925669,0.13414634146341464,0.2619047619047619,0.0,0.3103448275862069,0.27709523809523806,166,0.5907473309608541,0.2891566265060241,0.46616541353383456,60,60,0.38333333333333336,0.3,0.21666666666666667,18.233333333333334,86.705,0.3,0.05,0.36666666666666664,0.7027027027027027,0.17307692307692307
"Hellickson, Jeremy",2016,66,265,54,9,4,4,0,24,0,8,1,0,0,38,0.16666666666666666,0.22413793103448276,0.18518518518518517,0.40932311621966794,0.018518518518518517,0.36363636363636365,0.06060606060606061,0.3,0.19017241379310346,116,0.4377358490566038,0.20689655172413793,0.2909090909090909,38,31,0.7894736842105263,0.0,0.18421052631578946,,,0.02631578947368421,0.0,0.02631578947368421,0.5419354838709678,0.14285714285714285
"Hernández, César",2015,452,1628,405,110,40,39,2,86,1,85,20,4,1,324,0.2716049382716049,0.3392857142857143,0.34814814814814815,0.6874338624338625,0.07654320987654323,0.1902654867256637,0.08849557522123894,0.34169278996865204,0.30576062639821033,765,0.4699017199017199,0.2169934640522876,0.2689075630252101,324,302,0.5895061728395061,0.13271604938271606,0.25308641975308643,5.039735099337748,85.16059602649007,0.26851851851851855,0.012345679012345678,0.09876543209876543,0.680503144654088,0.11460258780036968
"Hernández, César",2016,622,2427,547,161,66,62,2,116,2,130,14,11,6,438,0.2943327239488117,0.3711507293354943,0.3930530164533821,0.7642037457888764,0.09872029250457037,0.1864951768488746,0.10610932475884244,0.3629976580796253,0.33468352365415993,1096,0.4515863205603626,0.20164233576642335,0.23648103309120258,438,413,0.5844748858447488,0.12100456621004566,0.2579908675799087,4.399515738498789,86.45811138014527,0.2922374429223744,0.0182648401826484,0.0958904109589041,0.6759259259259259,0.13325031133250312
"Hernández, César",2017,576,2316,511,150,60,60,4,104,1,109,26,6,9,408,0.29354207436399216,0.3715277777777778,0.4207436399217221,0.7922714176994998,0.12720156555772993,0.18055555555555555,0.10416666666666667,0.3533834586466165,0.3458836805555555,952,0.4110535405872193,0.20798319327731093,0.20417028670721113,408,396,0.5490196078431373,0.15441176470588236,0.2696078431372549,4.48989898989899,85.45328282828282,0.2965686274509804,0.029411764705882353,0.10049019607843138,0.6151202749140894,0.1452513966480447
"Hernández, César",2018,704,3009,605,153,91,91,4,155,3,120,15,3,15,454,0.2528925619834711,0.352773826458037,0.36198347107438017,0.7147572975324172,0.10909090909090907,0.22017045454545456,0.12926136363636365,0.3150684931506849,0.32030440967283075,1150,0.38218677301429044,0.2026086956521739,0.1795727636849132,454,434,0.4911894273127753,0.23127753303964757,0.22466960352422907,11.320276497695852,85.91520737327188,0.2841409691629956,0.04185022026431718,0.12555066079295155,0.5862995298858295,0.13516609392898052
"Hernández, César",2019,663,2600,612,171,41,41,6,100,4,123,31,3,14,516,0.27941176470588236,0.3288084464555053,0.4084967320261438,0.7373051784816491,0.12908496732026142,0.15082956259426847,0.06184012066365008,0.31274900398406374,0.31536651583710407,1195,0.4596153846153846,0.17154811715481172,0.2765469824293354,516,513,0.49806201550387597,0.17635658914728683,0.2441860465116279,9.499025341130604,85.92787524366472,0.28294573643410853,0.027131782945736434,0.16666666666666666,0.6452362509682417,0.1092436974789916
"Herrera, Odúbel",2015,537,2155,495,147,28,28,8,129,1,106,30,3,8,372,0.296969696969697,0.34398496240601506,0.41818181818181815,0.7621667805878332,0.12121212121212116,0.24022346368715083,0.0521415270018622,0.3871866295264624,0.33336090225563914,1077,0.4997679814385151,0.25441039925719594,0.35233160621761656,372,356,0.4946236559139785,0.13709677419354838,0.31989247311827956,7.129213483146067,88.34747191011236,0.3387096774193548,0.03225806451612903,0.1586021505376344,0.6720321931589537,0.15119760479041916
"Herrera, Odúbel",2016,656,2643,583,167,63,56,6,134,2,125,21,6,15,453,0.2864493996569468,0.36085626911314983,0.4202401372212693,0.7810964063344191,0.13379073756432247,0.20426829268292682,0.09603658536585366,0.3486238532110092,0.33770170015455947,1292,0.4888384411653424,0.23529411764705882,0.34405778069599474,453,441,0.48123620309050774,0.2097130242825607,0.25165562913907286,9.825396825396826,87.12471655328798,0.3090507726269316,0.04194260485651214,0.10816777041942605,0.6857142857142857,0.14713541666666666
"Herrera, Odúbel",2017,560,2180,527,148,27,27,4,126,2,89,42,3,14,402,0.2808349146110057,0.3196428571428571,0.45161290322580644,0.7712557603686636,0.17077798861480076,0.225,0.048214285714285716,0.3444730077120823,0.32817142857142856,1163,0.5334862385321101,0.2656921754084265,0.38147833474936277,402,395,0.4502487562189055,0.17661691542288557,0.2960199004975124,9.686075949367089,87.22582278481012,0.32587064676616917,0.06218905472636816,0.17164179104477612,0.711864406779661,0.18207282913165265
"Herrera, Odúbel",2018,594,2319,550,140,35,35,7,122,0,96,19,3,22,430,0.2545454545454545,0.30743243243243246,0.42,0.7274324324324324,0.16545454545454547,0.2053872053872054,0.058922558922558925,0.29064039408866993,0.3155050675675676,1215,0.5239327296248383,0.2757201646090535,0.38287560581583197,430,419,0.45348837209302323,0.21395348837209302,0.2186046511627907,13.124105011933175,87.0453460620525,0.31627906976744186,0.04883720930232558,0.19069767441860466,0.6912878787878788,0.17534246575342466
"Herrera, Odúbel",2019,139,533,126,28,11,11,1,33,1,16,10,1,1,94,0.2222222222222222,0.28776978417266186,0.3412698412698413,0.6290396254425031,0.11904761904761907,0.23741007194244604,0.07913669064748201,0.2903225806451613,0.27243165467625896,277,0.5196998123827392,0.2851985559566787,0.3519163763066202,94,94,0.40425531914893614,0.2127659574468085,0.30851063829787234,11.0,87.96914893617021,0.30851063829787234,0.0425531914893617,0.2553191489361702,0.7154471544715447,0.1534090909090909
"Herrera, Odúbel",2021,492,1939,450,117,29,29,6,77,5,75,27,2,13,379,0.26,0.31020408163265306,0.41555555555555557,0.7257596371882087,0.15555555555555556,0.1565040650406504,0.05894308943089431,0.28493150684931506,0.3124204081632653,975,0.5028365136668386,0.2,0.3244047619047619,379,378,0.5013192612137203,0.17678100263852242,0.25857519788918204,6.412698412698413,87.67142857142858,0.40105540897097625,0.047493403693931395,0.158311345646438,0.6960257787325457,0.1388888888888889
"Herrera, Odúbel",2022,197,737,185,44,11,11,0,42,1,29,9,1,5,144,0.23783783783783785,0.27918781725888325,0.3783783783783784,0.6575661956372616,0.14054054054054055,0.2131979695431472,0.05583756345177665,0.2805755395683453,0.28692893401015224,388,0.5264586160108549,0.23969072164948454,0.38461538461538464,144,141,0.5763888888888888,0.1736111111111111,0.1736111111111111,3.0709219858156027,86.27801418439716,0.375,0.04861111111111111,0.125,0.6858789625360231,0.10084033613445378
"Hill, Derek",2026,94,369,88,23,5,5,0,34,0,15,3,0,5,55,0.26136363636363635,0.3010752688172043,0.4659090909090909,0.7669843597262952,0.20454545454545453,0.3617021276595745,0.05319148936170213,0.3673469387755102,0.33145161290322583,185,0.5013550135501355,0.34594594594594597,0.35638297872340424,55,55,0.4,0.32727272727272727,0.23636363636363636,14.527272727272727,87.39454545454545,0.34545454545454546,0.10909090909090909,0.2,0.6519337016574586,0.2033898305084746
"Hoskins, Rhys",2017,211,985,170,44,36,36,3,46,2,19,7,0,18,126,0.25882352941176473,0.3933649289099526,0.6176470588235294,1.011011987733482,0.3588235294117647,0.21800947867298578,0.17061611374407584,0.24074074074074073,0.41727014218009484,378,0.383756345177665,0.20634920634920634,0.19076305220883535,126,126,0.30952380952380953,0.36507936507936506,0.2619047619047619,18.38888888888889,90.88650793650794,0.4523809523809524,0.1349206349206349,0.2857142857142857,0.5814432989690722,0.14893617021276595
"Hoskins, Rhys",2018,658,2920,558,137,85,85,9,150,5,65,38,0,34,413,0.24551971326164876,0.3515981735159817,0.496415770609319,0.8480139441253007,0.2508960573476703,0.22796352583586627,0.12917933130699089,0.2717678100263852,0.3634246575342466,1144,0.3917808219178082,0.21853146853146854,0.1970509383378016,413,408,0.29782082324455206,0.34382566585956414,0.23002421307506055,22.61519607843137,89.00514705882352,0.3898305084745763,0.11380145278450363,0.29782082324455206,0.5997150997150997,0.15795724465558195
"Hoskins, Rhys",2019,699,3223,570,129,110,110,11,173,6,62,33,5,29,403,0.22631578947368422,0.3586800573888092,0.4543859649122807,0.8130660223010899,0.2280701754385965,0.2474964234620887,0.15736766809728184,0.26737967914438504,0.34693687230989956,1264,0.3921811976419485,0.23180379746835442,0.22057953873447664,403,403,0.3002481389578164,0.337468982630273,0.22332506203473945,23.997518610421835,89.72679900744417,0.3870967741935484,0.0967741935483871,0.3076923076923077,0.5815926892950392,0.16947250280583614
"Hoskins, Rhys",2020,185,769,151,37,29,29,5,43,0,18,9,0,10,108,0.24503311258278146,0.3837837837837838,0.5033112582781457,0.8870950420619295,0.2582781456953642,0.23243243243243245,0.15675675675675677,0.2755102040816326,0.3823621621621621,319,0.41482444733420026,0.2664576802507837,0.2222222222222222,108,107,0.28703703703703703,0.4074074074074074,0.18518518518518517,24.8411214953271,89.76542056074766,0.42592592592592593,0.14814814814814814,0.2777777777777778,0.6099476439790575,0.21030042918454936
"Hoskins, Rhys",2021,443,1886,389,96,47,47,5,108,2,40,29,0,27,283,0.2467866323907455,0.3340857787810384,0.5295629820051414,0.8636487607861798,0.2827763496143959,0.24379232505643342,0.10609480812641084,0.26953125,0.3645620767494357,837,0.443796394485684,0.2640382317801673,0.25260960334029225,283,283,0.2968197879858657,0.3674911660777385,0.24381625441696114,21.72791519434629,91.17879858657243,0.4628975265017668,0.1696113074204947,0.26501766784452296,0.6411637931034483,0.1899159663865546
"Hoskins, Rhys",2022,745,3211,658,156,76,76,6,193,4,84,34,2,36,469,0.23708206686930092,0.31989247311827956,0.45896656534954405,0.7788590384678236,0.22188449848024314,0.25906040268456376,0.10201342281879194,0.27713625866050806,0.33818279569892473,1350,0.4204297726564933,0.25925925925925924,0.2332089552238806,469,468,0.35181236673773986,0.34754797441364604,0.21961620469083157,19.13034188034188,90.03760683760683,0.43283582089552236,0.11513859275053305,0.2579957356076759,0.6082345601996257,0.1723076923076923
"Howard, Ryan",2015,502,1897,467,107,27,25,5,138,3,54,29,1,23,332,0.2291220556745182,0.27689243027888444,0.44325481798715205,0.7201472482660365,0.21413276231263384,0.2749003984063745,0.053784860557768925,0.27184466019417475,0.30770400000000003,1036,0.5461254612546126,0.3185328185328185,0.3720266412940057,332,325,0.3795180722891566,0.2560240963855422,0.3463855421686747,14.916923076923077,91.26615384615384,0.45180722891566266,0.11746987951807229,0.24397590361445784,0.7624113475177305,0.20155038759689922
"Howard, Ryan",2016,363,1372,332,65,27,25,1,114,3,30,10,0,25,220,0.19578313253012047,0.256198347107438,0.45180722891566266,0.7080055760231007,0.2560240963855422,0.3140495867768595,0.0743801652892562,0.20408163265306123,0.2967617728531856,755,0.5502915451895044,0.343046357615894,0.3790931989924433,220,218,0.39090909090909093,0.32272727272727275,0.2409090909090909,16.65137614678899,92.04724770642201,0.4772727272727273,0.15454545454545454,0.25,0.7881944444444444,0.2577092511013216
"Jankowski, Travis",2021,153,583,131,33,18,18,1,29,0,24,6,2,1,104,0.25190839694656486,0.3466666666666667,0.3511450381679389,0.6978117048346055,0.09923664122137404,0.1895424836601307,0.11764705882352941,0.31683168316831684,0.31246,238,0.40823327615780447,0.18487394957983194,0.15925925925925927,104,104,0.5384615384615384,0.19230769230769232,0.2403846153846154,2.0096153846153846,81.44615384615385,0.20192307692307693,0.019230769230769232,0.07692307692307693,0.6230031948881789,0.14358974358974358
"Joseph, Tommy",2016,347,1322,315,81,22,22,4,75,6,45,15,0,21,246,0.2571428571428571,0.30835734870317005,0.5047619047619047,0.8131192534650749,0.24761904761904763,0.21613832853025935,0.06340057636887608,0.26666666666666666,0.34161671469740634,670,0.5068078668683812,0.23134328358208955,0.33661971830985915,246,244,0.37398373983739835,0.23577235772357724,0.2845528455284553,16.827868852459016,89.91762295081968,0.4186991869918699,0.11788617886178862,0.21544715447154472,0.704248366013072,0.16009280742459397
"Joseph, Tommy",2017,532,2026,495,119,32,32,2,129,3,69,27,1,22,369,0.2404040404040404,0.287593984962406,0.43232323232323233,0.7199172172856383,0.19191919191919193,0.2424812030075188,0.06015037593984962,0.27953890489913547,0.30547180451127826,1005,0.4960513326752221,0.2656716417910448,0.3442622950819672,369,366,0.4173441734417344,0.22493224932249323,0.2601626016260163,14.120218579234972,89.27158469945356,0.4010840108401084,0.07317073170731707,0.20596205962059622,0.6771397616468039,0.1648
"Joyce, Matt",2021,67,272,55,5,10,10,1,16,1,2,1,0,2,40,0.09090909090909091,0.23880597014925373,0.21818181818181817,0.4569877883310719,0.12727272727272726,0.23880597014925373,0.14925373134328357,0.07894736842105263,0.2187462686567164,122,0.4485294117647059,0.30327868852459017,0.2158273381294964,40,40,0.5,0.3,0.125,,,0.275,0.1,0.275,0.6917293233082706,0.2608695652173913
"Kelly, Ty",2017,104,427,88,17,8,8,1,24,3,8,7,0,2,71,0.19318181818181818,0.26,0.3409090909090909,0.6009090909090908,0.1477272727272727,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.25867,163,0.38173302107728335,0.22085889570552147,0.18181818181818182,71,67,0.4647887323943662,0.22535211267605634,0.22535211267605634,13.402985074626866,83.90597014925373,0.16901408450704225,0.028169014084507043,0.22535211267605634,0.5545851528384279,0.1968503937007874
"Kemp, Otto",2025,220,827,199,46,12,12,7,69,2,27,11,0,8,132,0.23115577889447236,0.29545454545454547,0.40703517587939697,0.7024897213339425,0.1758793969849246,0.31363636363636366,0.05454545454545454,0.3064516129032258,0.3055818181818182,424,0.5126964933494559,0.3490566037735849,0.2929782082324455,132,132,0.4318181818181818,0.32575757575757575,0.22727272727272727,11.159090909090908,89.4469696969697,0.44696969696969696,0.12121212121212122,0.2196969696969697,0.7318840579710145,0.2376237623762376
"Kendrick, Howie",2017,156,620,141,48,11,11,3,30,1,37,8,1,2,112,0.3404255319148936,0.3974358974358974,0.45390070921985815,0.8513366066557555,0.11347517730496454,0.19230769230769232,0.07051282051282051,0.41818181818181815,0.36928846153846157,293,0.47258064516129034,0.21843003412969283,0.3003194888178914,112,110,0.5714285714285714,0.10714285714285714,0.29464285714285715,1.1454545454545455,88.94727272727273,0.3392857142857143,0.08928571428571429,0.11607142857142858,0.6513157894736842,0.1717171717171717
"Kepler, Max",2025,487,1890,430,92,48,48,4,95,4,53,20,1,18,339,0.21395348837209302,0.2962962962962963,0.39069767441860465,0.6869939707149009,0.17674418604651163,0.19507186858316222,0.09856262833675565,0.23052959501557632,0.3006008230452675,905,0.47883597883597884,0.23756906077348067,0.26365546218487396,339,337,0.35988200589970504,0.3303834808259587,0.2359882005899705,16.341246290801188,90.42373887240356,0.43952802359882004,0.11209439528023599,0.23303834808259588,0.697228144989339,0.13302752293577982
"Kim, Hyun Soo",2017,96,404,87,20,9,9,0,19,0,15,4,1,0,68,0.22988505747126436,0.3020833333333333,0.2988505747126437,0.600933908045977,0.06896551724137934,0.19791666666666666,0.09375,0.29411764705882354,0.2695,171,0.42326732673267325,0.1695906432748538,0.18407960199004975,68,67,0.4852941176470588,0.22058823529411764,0.2647058823529412,9.970149253731343,89.68955223880597,0.4117647058823529,0.07352941176470588,0.11764705882352941,0.6600985221674877,0.12686567164179105
"Kingery, Scott",2018,483,1964,452,102,23,23,3,126,5,69,23,2,8,331,0.22566371681415928,0.2650103519668737,0.33849557522123896,0.6035059271881127,0.11283185840707968,0.2608695652173913,0.047619047619047616,0.29102167182662536,0.2625983436853002,1009,0.5137474541751528,0.29038652130822595,0.36604189636163176,331,322,0.36253776435045315,0.2930513595166163,0.26586102719033233,17.3944099378882,86.17111801242235,0.311178247734139,0.0513595166163142,0.18731117824773413,0.6434108527131783,0.23795180722891565
"Kingery, Scott",2019,499,1973,458,118,33,33,5,147,2,61,34,4,19,314,0.2576419213973799,0.3132530120481928,0.4737991266375546,0.7870521386857474,0.21615720524017468,0.29458917835671344,0.06613226452905811,0.336734693877551,0.32889357429718874,998,0.5058286872782565,0.3186372745490982,0.3117134559535334,314,313,0.3503184713375796,0.2515923566878981,0.3089171974522293,17.798722044728436,88.35974440894569,0.3885350318471338,0.07961783439490445,0.2484076433121019,0.7191489361702128,0.23372781065088757
"Kingery, Scott",2020,124,468,113,18,9,9,1,35,0,10,5,0,3,79,0.1592920353982301,0.22764227642276422,0.2831858407079646,0.5108281171307288,0.12389380530973451,0.28225806451612906,0.07258064516129033,0.2,0.22744715447154473,241,0.5149572649572649,0.3153526970954357,0.31759656652360513,79,75,0.3924050632911392,0.3037974683544304,0.20253164556962025,16.373333333333335,84.44266666666667,0.31645569620253167,0.10126582278481013,0.189873417721519,0.7106382978723405,0.281437125748503
"Knapp, Andrew",2017,201,817,172,44,27,27,0,56,2,32,8,1,3,117,0.2558139534883721,0.35323383084577115,0.36627906976744184,0.719512900613213,0.11046511627906974,0.27860696517412936,0.13432835820895522,0.3565217391304348,0.31901990049751244,344,0.42105263157894735,0.2761627906976744,0.19559902200489,117,117,0.5897435897435898,0.13675213675213677,0.2564102564102564,4.6581196581196584,88.86153846153846,0.4017094017094017,0.02564102564102564,0.09401709401709402,0.6486486486486487,0.21212121212121213
