player_name,batter,game_year,plate_apps,pitches,at_bats,hits,walks,unint_walks,hbp,strikeouts,sf,singles,doubles,triples,hrs,bip,ba,obp,slg,ops,iso,krate,bbrate,babip,woba,swings,whiffs,whiff_rate,chases,ooz,chase_rate,bips,hard_hits,hard_hit_rate,bips_barrel,barrels,barrel_rate,runs_created,rc_per_pa,below_house_floor,in_population
"Dickerson, Corey",572816,2019,137,584,133,39,3,3,0,33,1,19,10,2,8,101,0.2932330827067669,0.30656934306569344,0.5789473684210527,0.8855167114867462,0.28571428571428575,0.24087591240875914,0.021897810218978103,0.3333333333333333,0.36020437956204376,357.0,95.0,0.2661064425770308,162.0,324.0,0.5,101.0,36.0,0.3564356435643564,101.0,10.0,0.09900990099009901,34,0.24817518248175183,False,True
"Domínguez, Seranthony",622554,2018,2,12,1,0,1,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,,0.345,2.0,1.0,0.5,0.0,6.0,0.0,,,,,,,0,0.0,True,False
"Domínguez, Seranthony",622554,2019,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,2.0,1.0,0.0,,,,,,,,,0,0.0,True,False
"Eflin, Zach",621107,2016,23,74,23,6,0,0,0,8,0,4,2,0,0,15,0.2608695652173913,0.2608695652173913,0.34782608695652173,0.6086956521739131,0.08695652173913043,0.34782608695652173,0.0,0.4,0.26069565217391305,48.0,15.0,0.3125,18.0,34.0,0.5294117647058824,15.0,5.0,0.3333333333333333,15.0,0.0,0.0,0,0.0,True,False
"Eflin, Zach",621107,2017,22,71,21,3,0,0,0,13,0,3,0,0,0,9,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.5909090909090909,0.0,0.375,0.1252857142857143,41.0,21.0,0.5121951219512195,9.0,27.0,0.3333333333333333,9.0,2.0,0.2222222222222222,9.0,0.0,0.0,2,0.09090909090909091,True,False
"Eflin, Zach",621107,2018,50,172,44,4,0,0,0,31,0,3,0,0,1,19,0.09090909090909091,0.09090909090909091,0.1590909090909091,0.25,0.06818181818181818,0.62,0.0,0.25,0.10615909090909091,97.0,50.0,0.5154639175257731,34.0,72.0,0.4722222222222222,19.0,4.0,0.21052631578947367,19.0,1.0,0.05263157894736842,1,0.02,False,True
"Eflin, Zach",621107,2019,52,180,50,8,0,0,0,27,0,7,1,0,0,25,0.16,0.16,0.18,0.33999999999999997,0.01999999999999999,0.5192307692307693,0.0,0.34782608695652173,0.14614000000000002,106.0,51.0,0.4811320754716981,31.0,77.0,0.4025974025974026,25.0,4.0,0.16,25.0,0.0,0.0,3,0.057692307692307696,False,True
"Eflin, Zach",621107,2021,37,128,29,0,1,1,1,15,0,0,0,0,0,20,0.0,0.06451612903225806,0.0,0.06451612903225806,0.0,0.40540540540540543,0.02702702702702703,0.0,0.045612903225806446,73.0,27.0,0.3698630136986301,20.0,45.0,0.4444444444444444,20.0,3.0,0.15,20.0,0.0,0.0,1,0.02702702702702703,True,True
"Eickhoff, Jerad",595191,2015,16,45,14,2,0,0,0,7,0,2,0,0,0,9,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.4375,0.0,0.2857142857142857,0.12585714285714286,33.0,11.0,0.3333333333333333,12.0,16.0,0.75,9.0,2.0,0.2222222222222222,9.0,0.0,0.0,2,0.125,True,False
"Eickhoff, Jerad",595191,2016,62,186,61,8,1,1,0,12,0,5,3,0,0,49,0.13114754098360656,0.14516129032258066,0.18032786885245902,0.3254891591750397,0.04918032786885246,0.1935483870967742,0.016129032258064516,0.16326530612244897,0.14204838709677417,109.0,23.0,0.21100917431192662,40.0,97.0,0.41237113402061853,49.0,13.0,0.2653061224489796,49.0,0.0,0.0,6,0.0967741935483871,False,True
"Eickhoff, Jerad",595191,2017,34,110,31,5,0,0,0,13,0,4,1,0,0,21,0.16129032258064516,0.16129032258064516,0.1935483870967742,0.3548387096774194,0.03225806451612903,0.38235294117647056,0.0,0.2777777777777778,0.15290322580645163,66.0,16.0,0.24242424242424243,27.0,51.0,0.5294117647058824,21.0,3.0,0.14285714285714285,21.0,0.0,0.0,0,0.0,True,True
"Eickhoff, Jerad",595191,2018,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,4.0,2.0,0.5,3.0,5.0,0.6,,,,,,,0,0.0,True,False
"Eickhoff, Jerad",595191,2019,19,69,14,0,1,1,0,7,0,0,0,0,0,11,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.3684210526315789,0.05263157894736842,0.0,0.046,29.0,10.0,0.3448275862068966,13.0,33.0,0.3939393939393939,11.0,4.0,0.36363636363636365,11.0,0.0,0.0,0,0.0,True,False
"Ellis, A.J.",454560,2016,35,153,32,10,3,3,0,7,0,6,3,0,1,25,0.3125,0.37142857142857144,0.5,0.8714285714285714,0.1875,0.2,0.08571428571428572,0.375,0.3737714285714286,55.0,7.0,0.12727272727272726,12.0,72.0,0.16666666666666666,25.0,11.0,0.44,25.0,1.0,0.04,9,0.2571428571428571,True,True
"Ellis, Drew",656403,2023,29,128,23,5,6,6,0,7,0,3,0,0,2,16,0.21739130434782608,0.3793103448275862,0.4782608695652174,0.8575712143928036,0.26086956521739135,0.2413793103448276,0.20689655172413793,0.21428571428571427,0.37355172413793103,50.0,14.0,0.28,10.0,63.0,0.15873015873015872,16.0,6.0,0.375,16.0,3.0,0.1875,5,0.1724137931034483,True,True
"Falter, Bailey",663559,2021,5,23,5,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,15.0,8.0,0.5333333333333333,5.0,10.0,0.5,,,,,,,0,0.0,True,False
"Featherston, Taylor",605227,2016,28,113,26,3,2,2,0,11,0,2,1,0,0,15,0.11538461538461539,0.17857142857142858,0.15384615384615385,0.33241758241758246,0.038461538461538464,0.39285714285714285,0.07142857142857142,0.2,0.15642857142857142,64.0,24.0,0.375,16.0,50.0,0.32,15.0,3.0,0.2,15.0,0.0,0.0,1,0.03571428571428571,True,True
"Florimón, Pedro",465753,2017,49,214,46,16,3,3,0,16,0,11,4,1,0,30,0.34782608695652173,0.3877551020408163,0.4782608695652174,0.8660159716060337,0.13043478260869568,0.32653061224489793,0.061224489795918366,0.5333333333333333,0.37155102040816324,107.0,25.0,0.2336448598130841,29.0,105.0,0.2761904761904762,30.0,9.0,0.3,30.0,1.0,0.03333333333333333,6,0.12244897959183673,True,True
"Florimón, Pedro",465753,2018,76,345,71,16,5,5,0,30,0,7,6,1,2,41,0.22535211267605634,0.27631578947368424,0.4225352112676056,0.6988510007412898,0.19718309859154928,0.39473684210526316,0.06578947368421052,0.358974358974359,0.2991052631578947,157.0,52.0,0.33121019108280253,39.0,166.0,0.23493975903614459,41.0,18.0,0.43902439024390244,41.0,2.0,0.04878048780487805,5,0.06578947368421052,False,True
"Franco, Maikel",596748,2015,335,1198,304,85,26,24,4,52,1,48,22,1,14,253,0.27960526315789475,0.34328358208955223,0.4967105263157895,0.8399941084053417,0.21710526315789475,0.15522388059701492,0.07761194029850746,0.29707112970711297,0.3597117117117117,572.0,137.0,0.2395104895104895,191.0,645.0,0.2961240310077519,253.0,94.0,0.3715415019762846,253.0,15.0,0.05928853754940711,53,0.1582089552238806,False,True
"Franco, Maikel",596748,2016,630,2246,581,148,40,33,5,106,4,99,23,1,25,479,0.2547332185886403,0.30634920634920637,0.4268502581755594,0.7331994645247657,0.1721170395869191,0.16825396825396827,0.06349206349206349,0.2709251101321586,0.3111396468699839,1155.0,280.0,0.24242424242424243,376.0,1170.0,0.3213675213675214,479.0,195.0,0.407098121085595,479.0,33.0,0.06889352818371608,93,0.14761904761904762,False,True
"Franco, Maikel",596748,2017,620,2334,575,132,38,38,2,95,5,78,29,1,24,485,0.22956521739130434,0.27741935483870966,0.40869565217391307,0.6861150070126227,0.17913043478260873,0.1532258064516129,0.06129032258064516,0.23427331887201736,0.29191290322580643,1174.0,262.0,0.2231686541737649,351.0,1233.0,0.2846715328467153,485.0,176.0,0.3628865979381443,485.0,29.0,0.05979381443298969,82,0.13225806451612904,False,True
"Franco, Maikel",596748,2018,458,1645,433,117,22,22,0,62,3,77,17,1,22,374,0.2702078521939954,0.3034934497816594,0.4665127020785219,0.7700061518601813,0.1963048498845265,0.13537117903930132,0.048034934497816595,0.26988636363636365,0.328382096069869,852.0,181.0,0.21244131455399062,271.0,844.0,0.32109004739336494,374.0,127.0,0.339572192513369,374.0,24.0,0.06417112299465241,70,0.15283842794759825,False,True
"Franco, Maikel",596748,2019,409,1511,389,91,17,17,0,61,3,57,17,0,17,331,0.23393316195372751,0.26405867970660146,0.4087403598971722,0.6727990396037737,0.1748071979434447,0.1491442542787286,0.04156479217603912,0.2356687898089172,0.2811466992665036,778.0,171.0,0.21979434447300772,270.0,796.0,0.3391959798994975,331.0,127.0,0.38368580060422963,331.0,23.0,0.06948640483383686,57,0.1393643031784841,False,True
"Francoeur, Jeff",425796,2015,343,1183,326,84,13,13,1,77,3,54,16,1,13,252,0.25766871165644173,0.2857142857142857,0.4325153374233129,0.7182296231375986,0.17484662576687116,0.22448979591836735,0.037900874635568516,0.29707112970711297,0.308332361516035,666.0,168.0,0.25225225225225223,281.0,644.0,0.4363354037267081,252.0,84.0,0.3333333333333333,252.0,12.0,0.047619047619047616,48,0.13994169096209913,False,True
"Galvis, Freddy",520471,2015,603,2288,559,147,30,29,3,103,4,121,14,5,7,467,0.2629695885509839,0.30201342281879195,0.3434704830053667,0.6454839058241586,0.0805008944543828,0.17081260364842454,0.04975124378109453,0.3090507726269316,0.28350756302521013,1171.0,225.0,0.19214346712211786,475.0,1201.0,0.395503746877602,467.0,103.0,0.22055674518201285,467.0,10.0,0.021413276231263382,55,0.0912106135986733,False,True
"Galvis, Freddy",520471,2016,624,2365,584,141,25,19,3,136,4,92,26,3,20,460,0.24143835616438356,0.27435064935064934,0.398972602739726,0.6733232520903754,0.15753424657534246,0.21794871794871795,0.04006410256410257,0.2800925925925926,0.2842081967213115,1251.0,263.0,0.21023181454836132,488.0,1248.0,0.391025641025641,460.0,127.0,0.27608695652173915,460.0,13.0,0.02826086956521739,69,0.11057692307692307,False,True
"Galvis, Freddy",520471,2017,661,2641,608,155,43,43,4,111,4,108,29,6,12,503,0.25493421052631576,0.30652503793626706,0.3815789473684211,0.6881039853046882,0.1266447368421053,0.16792738275340394,0.06505295007564296,0.29243353783231085,0.29773444613050076,1292.0,229.0,0.17724458204334365,441.0,1378.0,0.3200290275761974,503.0,119.0,0.23658051689860835,503.0,12.0,0.02385685884691849,65,0.09833585476550681,False,True
"Galvis, Freddy",520471,2021,120,473,107,24,9,9,2,19,2,16,3,0,5,90,0.22429906542056074,0.2916666666666667,0.3925233644859813,0.684190031152648,0.16822429906542055,0.15833333333333333,0.075,0.2235294117647059,0.29580833333333334,215.0,41.0,0.19069767441860466,66.0,237.0,0.27848101265822783,90.0,27.0,0.3,90.0,3.0,0.03333333333333333,14,0.11666666666666667,False,True
"Garcia, Aramis",605244,2024,7,36,7,0,0,0,0,3,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,19.0,6.0,0.3157894736842105,6.0,19.0,0.3157894736842105,4.0,1.0,0.25,4.0,0.0,0.0,0,0.0,True,False
"García, Adolis",666969,2026,259,1082,231,45,21,21,4,84,3,29,8,1,7,150,0.19480519480519481,0.2702702702702703,0.329004329004329,0.5992745992745994,0.1341991341991342,0.32432432432432434,0.08108108108108109,0.26573426573426573,0.26770656370656365,491.0,170.0,0.34623217922606925,173.0,581.0,0.2977624784853701,150.0,72.0,0.48,150.0,14.0,0.09333333333333334,21,0.08108108108108109,False,True
"García, Luis",472610,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,True,False
"Garlick, Kyle",664247,2020,23,77,22,3,0,0,1,7,0,2,1,0,0,15,0.13636363636363635,0.17391304347826086,0.18181818181818182,0.3557312252964427,0.04545454545454547,0.30434782608695654,0.0,0.2,0.16226086956521737,31.0,10.0,0.3225806451612903,7.0,40.0,0.175,15.0,6.0,0.4,15.0,0.0,0.0,3,0.13043478260869565,True,False
"Gibson, Kyle",502043,2021,28,88,27,4,0,0,0,9,0,3,0,0,1,19,0.14814814814814814,0.14814814814814814,0.25925925925925924,0.4074074074074074,0.1111111111111111,0.32142857142857145,0.0,0.17647058823529413,0.17200000000000001,43.0,9.0,0.20930232558139536,8.0,35.0,0.22857142857142856,19.0,4.0,0.21052631578947367,19.0,1.0,0.05263157894736842,2,0.07142857142857142,True,True
"Goeddel, Tyler",595963,2016,234,904,213,41,17,17,2,52,1,31,3,3,4,163,0.19248826291079812,0.2575107296137339,0.29107981220657275,0.5485905418203066,0.09859154929577463,0.2222222222222222,0.07264957264957266,0.23417721518987342,0.244206008583691,413.0,104.0,0.25181598062953997,112.0,421.0,0.2660332541567696,163.0,49.0,0.3006134969325153,163.0,3.0,0.018404907975460124,16,0.06837606837606838,False,True
"González, Severino",605894,2015,12,40,10,1,1,1,0,4,0,1,0,0,0,7,0.1,0.18181818181818182,0.1,0.28181818181818186,0.0,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.14254545454545456,20.0,9.0,0.45,5.0,15.0,0.3333333333333333,7.0,0.0,0.0,7.0,0.0,0.0,1,0.08333333333333333,True,False
"González, Severino",605894,2016,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,True,False
"Gosselin, Phil",594838,2019,68,266,65,17,3,3,0,16,0,14,3,0,0,49,0.26153846153846155,0.29411764705882354,0.3076923076923077,0.6018099547511313,0.046153846153846156,0.23529411764705882,0.04411764705882353,0.3469387755102041,0.26325,121.0,29.0,0.2396694214876033,46.0,138.0,0.3333333333333333,49.0,18.0,0.3673469387755102,49.0,3.0,0.061224489795918366,7,0.10294117647058823,False,True
"Gosselin, Phil",594838,2020,101,418,92,23,9,9,0,27,0,15,5,0,3,65,0.25,0.31683168316831684,0.40217391304347827,0.7190055962117952,0.15217391304347827,0.26732673267326734,0.0891089108910891,0.3225806451612903,0.3134950495049505,170.0,43.0,0.2529411764705882,56.0,228.0,0.24561403508771928,65.0,19.0,0.2923076923076923,65.0,4.0,0.06153846153846154,12,0.1188118811881188,False,True
"Gregorius, Didi",544369,2020,234,902,215,61,12,12,4,28,2,39,10,2,10,190,0.2837209302325581,0.33047210300429186,0.4883720930232558,0.8188441960275477,0.20465116279069767,0.11965811965811966,0.05128205128205128,0.2849162011173184,0.3477381974248927,483.0,92.0,0.19047619047619047,150.0,452.0,0.33185840707964603,190.0,53.0,0.2789473684210526,190.0,8.0,0.042105263157894736,42,0.1794871794871795,False,True
"Gregorius, Didi",544369,2021,407,1580,368,77,24,24,8,67,7,46,16,2,13,308,0.20923913043478262,0.2678132678132678,0.3695652173913043,0.6373784852045721,0.1603260869565217,0.16461916461916462,0.05896805896805897,0.21694915254237288,0.274980343980344,859.0,211.0,0.24563445867287545,256.0,807.0,0.31722428748451054,308.0,82.0,0.2662337662337662,308.0,7.0,0.022727272727272728,56,0.1375921375921376,False,True
"Gregorius, Didi",544369,2022,232,827,214,45,13,13,3,36,2,31,9,4,1,180,0.2102803738317757,0.2629310344827586,0.3037383177570093,0.5666693522397679,0.09345794392523363,0.15517241379310345,0.05603448275862069,0.24581005586592178,0.2514913793103448,500.0,120.0,0.24,177.0,431.0,0.41067285382830626,180.0,41.0,0.22777777777777777,180.0,5.0,0.027777777777777776,19,0.08189655172413793,False,True
"Grullón, Deivy",620453,2019,9,29,9,1,0,0,0,2,0,0,1,0,0,7,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.14285714285714285,0.13522222222222224,20.0,8.0,0.4,3.0,10.0,0.3,7.0,2.0,0.2857142857142857,7.0,1.0,0.14285714285714285,1,0.1111111111111111,True,False
"Guthrie, Dalton",656495,2022,28,120,21,7,6,6,1,7,0,6,0,0,1,14,0.3333333333333333,0.5,0.47619047619047616,0.9761904761904762,0.14285714285714285,0.25,0.21428571428571427,0.46153846153846156,0.4367857142857143,49.0,16.0,0.32653061224489793,16.0,68.0,0.23529411764705882,14.0,2.0,0.14285714285714285,14.0,1.0,0.07142857142857142,5,0.17857142857142858,True,True
"Guthrie, Dalton",656495,2023,28,113,24,4,3,3,1,7,0,3,1,0,0,17,0.16666666666666666,0.2857142857142857,0.20833333333333334,0.49404761904761907,0.041666666666666685,0.25,0.10714285714285714,0.23529411764705882,0.23953571428571427,57.0,18.0,0.3157894736842105,22.0,62.0,0.3548387096774194,17.0,5.0,0.29411764705882354,17.0,0.0,0.0,1,0.03571428571428571,True,True
"Gómez, Jeanmar",491646,2015,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,4.0,1.0,0.25,3.0,6.0,0.5,,,,,,,0,0.0,True,False
"Hall, Darick",669742,2022,142,543,136,34,5,5,1,44,0,16,8,1,9,92,0.25,0.28169014084507044,0.5220588235294118,0.8037489643744822,0.2720588235294118,0.30985915492957744,0.035211267605633804,0.30120481927710846,0.3425774647887324,285.0,96.0,0.3368421052631579,88.0,270.0,0.32592592592592595,92.0,41.0,0.44565217391304346,92.0,16.0,0.17391304347826086,16,0.11267605633802817,False,True
"Hall, Darick",669742,2023,56,205,54,9,2,2,0,18,0,7,1,0,1,36,0.16666666666666666,0.19642857142857142,0.24074074074074073,0.43716931216931215,0.07407407407407407,0.32142857142857145,0.03571428571428571,0.22857142857142856,0.19323214285714285,116.0,28.0,0.2413793103448276,32.0,97.0,0.32989690721649484,36.0,14.0,0.3888888888888889,36.0,1.0,0.027777777777777776,3,0.05357142857142857,False,True
"Hamels, Cole",430935,2015,43,114,39,6,0,0,0,15,0,5,1,0,0,28,0.15384615384615385,0.15384615384615385,0.1794871794871795,0.33333333333333337,0.025641025641025633,0.3488372093023256,0.0,0.25,0.14515384615384616,71.0,23.0,0.323943661971831,29.0,53.0,0.5471698113207547,28.0,7.0,0.25,28.0,0.0,0.0,0,0.0,True,True
"Hammer, JD",670456,2019,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,True,False
"Hammer, JD",670456,2021,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,2.0,0.5,,,,,,,0,0.0,True,False
"Harang, Aaron",421685,2015,58,188,48,8,1,1,0,18,0,7,1,0,0,39,0.16666666666666666,0.1836734693877551,0.1875,0.3711734693877551,0.020833333333333343,0.3103448275862069,0.017241379310344827,0.26666666666666666,0.16551020408163264,108.0,31.0,0.28703703703703703,29.0,86.0,0.3372093023255814,39.0,5.0,0.1282051282051282,39.0,0.0,0.0,0,0.0,False,True
"Harper, Bryce",547180,2019,671,2787,573,149,88,88,6,178,4,77,36,1,35,399,0.2600349040139616,0.3621460506706408,0.5095986038394416,0.8717446545100824,0.24956369982547993,0.26527570789865873,0.13114754098360656,0.3131868131868132,0.36552160953800295,1358.0,459.0,0.3379970544918999,492.0,1620.0,0.3037037037037037,399.0,182.0,0.45614035087719296,399.0,59.0,0.14786967418546365,119,0.17734724292101342,False,True
"Harper, Bryce",547180,2020,236,973,190,51,41,41,2,43,2,27,9,2,13,150,0.26842105263157895,0.4,0.5421052631578948,0.9421052631578948,0.2736842105263158,0.18220338983050846,0.17372881355932204,0.27941176470588236,0.3997489361702128,447.0,128.0,0.28635346756152125,168.0,593.0,0.28330522765598654,150.0,76.0,0.5066666666666667,150.0,26.0,0.17333333333333334,37,0.15677966101694915,False,True
"Harper, Bryce",547180,2021,585,2401,488,151,86,86,5,134,4,73,42,1,35,360,0.3094262295081967,0.41509433962264153,0.6147540983606558,1.0298484379832973,0.30532786885245905,0.22905982905982905,0.147008547008547,0.3591331269349845,0.43098799313893654,1139.0,364.0,0.31957857769973663,327.0,1323.0,0.2471655328798186,360.0,179.0,0.49722222222222223,360.0,65.0,0.18055555555555555,88,0.15042735042735042,False,True
"Harper, Bryce",547180,2022,487,1854,433,128,42,42,4,101,7,68,35,1,24,340,0.2956120092378753,0.35802469135802467,0.5473441108545035,0.9053688022125281,0.25173210161662823,0.20739219712525667,0.08624229979466119,0.33015873015873015,0.3855843621399177,1055.0,306.0,0.2900473933649289,375.0,1032.0,0.3633720930232558,340.0,167.0,0.49117647058823527,340.0,49.0,0.14411764705882352,79,0.162217659137577,False,True
"Harper, Bryce",547180,2023,591,2250,499,146,83,83,5,130,4,90,29,1,26,373,0.2925851703406814,0.39593908629441626,0.5110220440881763,0.9069611303825926,0.21843687374749493,0.21996615905245348,0.1404399323181049,0.345821325648415,0.3902148900169204,1139.0,381.0,0.334503950834065,441.0,1354.0,0.3257016248153619,373.0,178.0,0.4772117962466488,373.0,61.0,0.16353887399463807,82,0.13874788494077833,False,True
"Harper, Bryce",547180,2024,637,2547,562,161,70,70,2,143,2,86,44,0,31,422,0.28647686832740216,0.3663522012578616,0.5302491103202847,0.8966013115781463,0.2437722419928825,0.22448979591836735,0.10989010989010989,0.3333333333333333,0.3840377358490566,1339.0,361.0,0.26960418222554144,480.0,1447.0,0.331720801658604,422.0,204.0,0.4834123222748815,422.0,46.0,0.10900473933649289,95,0.14913657770800628,False,True
"Harper, Bryce",547180,2025,592,2241,516,134,67,67,6,124,3,74,33,0,27,395,0.2596899224806202,0.34966216216216217,0.4806201550387597,0.8302823172009219,0.22093023255813954,0.20945945945945946,0.11317567567567567,0.2907608695652174,0.3584662162162162,1217.0,374.0,0.3073130649137223,457.0,1279.0,0.35731039874902265,395.0,187.0,0.47341772151898737,395.0,47.0,0.1189873417721519,79,0.13344594594594594,False,True
"Harper, Bryce",547180,2026,538,2133,442,115,88,85,1,112,7,64,23,3,25,337,0.26018099547511314,0.379182156133829,0.49547511312217196,0.874657269256001,0.23529411764705882,0.20817843866171004,0.16356877323420074,0.28846153846153844,0.37722242990654203,1049.0,315.0,0.30028598665395617,407.0,1235.0,0.32955465587044536,337.0,151.0,0.44807121661721067,337.0,37.0,0.10979228486646884,73,0.13568773234200743,False,True
"Harrison, Josh",543281,2023,114,392,103,21,3,3,6,20,2,16,3,0,2,85,0.20388349514563106,0.2631578947368421,0.2912621359223301,0.5544200306591722,0.08737864077669902,0.17543859649122806,0.02631578947368421,0.2289156626506024,0.24835087719298243,201.0,44.0,0.21890547263681592,54.0,175.0,0.30857142857142855,85.0,22.0,0.25882352941176473,85.0,2.0,0.023529411764705882,11,0.09649122807017543,False,True
"Haseley, Adam",656514,2019,241,976,222,59,13,13,5,60,0,40,14,0,5,163,0.26576576576576577,0.32083333333333336,0.3963963963963964,0.7172297297297298,0.13063063063063063,0.24896265560165975,0.05394190871369295,0.34394904458598724,0.3087625,487.0,140.0,0.2874743326488706,155.0,510.0,0.30392156862745096,163.0,47.0,0.2883435582822086,163.0,6.0,0.03680981595092025,30,0.12448132780082988,False,True
"Haseley, Adam",656514,2020,91,369,79,22,6,6,2,17,1,17,5,0,0,66,0.27848101265822783,0.3409090909090909,0.34177215189873417,0.682681242807825,0.06329113924050633,0.18681318681318682,0.06593406593406594,0.3492063492063492,0.305125,158.0,24.0,0.1518987341772152,54.0,195.0,0.27692307692307694,66.0,21.0,0.3181818181818182,66.0,1.0,0.015151515151515152,13,0.14285714285714285,False,True
"Haseley, Adam",656514,2021,21,88,21,4,0,0,0,4,0,3,1,0,0,17,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.42857142857142855,0.047619047619047616,0.19047619047619047,0.0,0.23529411764705882,0.18471428571428572,45.0,12.0,0.26666666666666666,14.0,46.0,0.30434782608695654,17.0,3.0,0.17647058823529413,17.0,0.0,0.0,0,0.0,True,False
"Hays, Austin",669720,2024,84,281,82,20,0,0,2,22,0,13,5,0,2,60,0.24390243902439024,0.2619047619047619,0.3780487804878049,0.6399535423925669,0.13414634146341464,0.2619047619047619,0.0,0.3103448275862069,0.27709523809523806,166.0,48.0,0.2891566265060241,62.0,133.0,0.46616541353383456,60.0,18.0,0.3,60.0,3.0,0.05,6,0.07142857142857142,False,True
"Hellickson, Jeremy",476451,2016,66,265,54,9,4,4,0,24,0,8,1,0,0,38,0.16666666666666666,0.22413793103448276,0.18518518518518517,0.40932311621966794,0.018518518518518517,0.36363636363636365,0.06060606060606061,0.3,0.19017241379310346,116.0,24.0,0.20689655172413793,32.0,110.0,0.2909090909090909,38.0,1.0,0.02631578947368421,38.0,0.0,0.0,4,0.06060606060606061,False,True
"Hellickson, Jeremy",476451,2017,39,171,33,3,3,3,0,9,0,1,1,1,0,27,0.09090909090909091,0.16666666666666666,0.18181818181818182,0.3484848484848485,0.09090909090909091,0.23076923076923078,0.07692307692307693,0.125,0.15944444444444444,71.0,12.0,0.16901408450704225,22.0,86.0,0.2558139534883721,27.0,2.0,0.07407407407407407,27.0,0.0,0.0,2,0.05128205128205128,True,True
"Hernández, César",514917,2015,452,1628,405,110,40,39,2,86,1,85,20,4,1,324,0.2716049382716049,0.3392857142857143,0.34814814814814815,0.6874338624338625,0.07654320987654323,0.1902654867256637,0.08849557522123894,0.34169278996865204,0.30576062639821033,765.0,166.0,0.2169934640522876,224.0,833.0,0.2689075630252101,324.0,87.0,0.26851851851851855,324.0,4.0,0.012345679012345678,37,0.08185840707964602,False,True
"Hernández, César",514917,2016,622,2427,547,161,66,62,2,116,2,130,14,11,6,438,0.2943327239488117,0.3711507293354943,0.3930530164533821,0.7642037457888764,0.09872029250457037,0.1864951768488746,0.10610932475884244,0.3629976580796253,0.33468352365415993,1096.0,221.0,0.20164233576642335,293.0,1239.0,0.23648103309120258,438.0,128.0,0.2922374429223744,438.0,8.0,0.0182648401826484,42,0.06752411575562701,False,True
"Hernández, César",514917,2017,576,2316,511,150,60,60,4,104,1,109,26,6,9,408,0.29354207436399216,0.3715277777777778,0.4207436399217221,0.7922714176994998,0.12720156555772993,0.18055555555555555,0.10416666666666667,0.3533834586466165,0.3458836805555555,952.0,198.0,0.20798319327731093,235.0,1151.0,0.20417028670721113,408.0,121.0,0.2965686274509804,408.0,12.0,0.029411764705882353,37,0.0642361111111111,False,True
"Hernández, César",514917,2018,704,3009,605,153,91,91,4,155,3,120,15,3,15,454,0.2528925619834711,0.352773826458037,0.36198347107438017,0.7147572975324172,0.10909090909090907,0.22017045454545456,0.12926136363636365,0.3150684931506849,0.32030440967283075,1150.0,233.0,0.2026086956521739,269.0,1498.0,0.1795727636849132,454.0,129.0,0.2841409691629956,454.0,19.0,0.04185022026431718,63,0.08948863636363637,False,True
"Hernández, César",514917,2019,663,2600,612,171,41,41,6,100,4,123,31,3,14,516,0.27941176470588236,0.3288084464555053,0.4084967320261438,0.7373051784816491,0.12908496732026142,0.15082956259426847,0.06184012066365008,0.31274900398406374,0.31536651583710407,1195.0,205.0,0.17154811715481172,362.0,1309.0,0.2765469824293354,516.0,146.0,0.28294573643410853,516.0,14.0,0.027131782945736434,73,0.11010558069381599,False,True
