game_year,game_date,gi,PA_c,ops_std,obp_std,slg_std,woba_std,HR_c
2022,2022-09-27,135,581,0.7852,0.3666,0.4186,0.3452,8.0
2022,2022-09-28,136,586,0.7853,0.3669,0.4184,0.3453,8.0
2022,2022-09-29,137,591,0.7879,0.3689,0.419,0.3465,8.0
2022,2022-10-01,138,596,0.7879,0.3691,0.4188,0.3466,8.0
2022,2022-10-04,139,600,0.7859,0.3683,0.4176,0.3457,8.0
2022,2022-10-05,140,603,0.792,0.3715,0.4205,0.3484,8.0
2023,2023-03-30,1,4,1.25,0.5,0.75,0.5317,0.0
2023,2023-03-31,2,8,1.0714,0.5,0.5714,0.4632,0.0
2023,2023-04-01,3,13,1.2821,0.6154,0.6667,0.5568,0.0
2023,2023-04-02,4,17,1.2132,0.5882,0.625,0.5296,0.0
2023,2023-04-03,5,22,1.1169,0.5455,0.5714,0.4895,0.0
2023,2023-04-04,6,25,1.0417,0.52,0.5217,0.4586,0.0
2023,2023-04-05,7,26,1.0,0.5,0.5,0.441,0.0
2023,2023-04-07,8,30,1.0185,0.5,0.5185,0.4469,0.0
2023,2023-04-08,9,34,1.0627,0.5294,0.5333,0.4667,0.0
2023,2023-04-09,10,39,1.0679,0.5385,0.5294,0.47,0.0
2023,2023-04-10,11,42,1.127,0.5714,0.5556,0.495,0.0
2023,2023-04-11,12,47,1.3275,0.5957,0.7317,0.5637,1.0
2023,2023-04-12,13,52,1.2533,0.5577,0.6957,0.5334,1.0
2023,2023-04-15,14,53,1.2682,0.566,0.7021,0.54,1.0
2023,2023-04-16,15,57,1.1734,0.5263,0.6471,0.5021,1.0
2023,2023-04-17,16,61,1.1264,0.5082,0.6182,0.4836,1.0
2023,2023-04-18,17,65,1.1179,0.5077,0.6102,0.481,1.0
2023,2023-04-19,18,71,1.057,0.4789,0.5781,0.4528,1.0
2023,2023-04-22,19,81,1.0648,0.4815,0.5833,0.4536,1.0
2023,2023-04-26,20,85,1.0115,0.4588,0.5526,0.4322,1.0
2023,2023-04-27,21,89,1.0107,0.4607,0.55,0.4327,1.0
2023,2023-04-28,22,93,1.0219,0.4731,0.5488,0.4388,1.0
2023,2023-04-29,23,98,1.0377,0.4796,0.5581,0.4435,1.0
2023,2023-04-30,24,102,1.0212,0.4706,0.5506,0.4347,1.0
2023,2023-05-02,25,105,1.0101,0.4667,0.5435,0.4307,1.0
2023,2023-05-03,26,108,1.0103,0.463,0.5474,0.4303,1.0
2023,2023-05-04,27,112,0.9907,0.4554,0.5354,0.4228,1.0
2023,2023-05-05,28,116,1.0092,0.4655,0.5437,0.4311,1.0
2023,2023-05-06,29,120,0.991,0.4583,0.5327,0.424,1.0
2023,2023-05-07,30,126,0.9702,0.4524,0.5179,0.4164,1.0
2023,2023-05-08,31,130,0.9548,0.4462,0.5086,0.4104,1.0
2023,2023-05-09,32,134,0.9403,0.4403,0.5,0.4047,1.0
2023,2023-05-10,33,138,0.9226,0.4348,0.4878,0.398,1.0
2023,2023-05-12,34,142,0.895,0.4225,0.4724,0.3868,1.0
2023,2023-05-13,35,147,0.8847,0.415,0.4697,0.3821,1.0
2023,2023-05-14,36,151,0.8878,0.4172,0.4706,0.3837,1.0
2023,2023-05-16,37,156,0.8952,0.4167,0.4786,0.385,1.0
2023,2023-05-17,38,160,0.9049,0.4188,0.4861,0.3887,1.0
2023,2023-05-18,39,164,0.8815,0.4085,0.473,0.3792,1.0
2023,2023-05-19,40,168,0.9035,0.4167,0.4868,0.3881,1.0
2023,2023-05-20,41,172,0.8967,0.4128,0.4839,0.3842,1.0
2023,2023-05-21,42,174,0.8858,0.408,0.4777,0.3798,1.0
2023,2023-05-22,43,179,0.8831,0.4078,0.4753,0.379,1.0
2023,2023-05-23,44,184,0.8578,0.3967,0.4611,0.3687,1.0
2023,2023-05-24,45,187,0.8604,0.3957,0.4647,0.3695,1.0
2023,2023-05-26,46,192,0.8666,0.401,0.4655,0.3727,1.0
2023,2023-05-27,47,197,0.8617,0.401,0.4607,0.3712,1.0
2023,2023-05-28,48,201,0.872,0.408,0.4641,0.3762,1.0
2023,2023-05-30,49,206,0.8701,0.4078,0.4624,0.3757,1.0
2023,2023-05-31,50,210,0.8799,0.4143,0.4656,0.3803,1.0
2023,2023-06-01,51,213,0.8791,0.4131,0.466,0.379,1.0
2023,2023-06-02,52,217,0.8619,0.4055,0.4564,0.3721,1.0
2023,2023-06-03,53,222,0.9039,0.4189,0.485,0.3884,1.0
2023,2023-06-04,54,227,0.9082,0.4229,0.4853,0.3907,1.0
2023,2023-06-05,55,231,0.9238,0.4286,0.4952,0.397,1.0
2023,2023-06-06,56,235,0.9251,0.4298,0.4953,0.3978,1.0
2023,2023-06-07,57,239,0.9263,0.431,0.4954,0.3985,1.0
2023,2023-06-09,58,243,0.9189,0.428,0.4909,0.3956,1.0
2023,2023-06-10,59,248,0.9225,0.4315,0.4911,0.3976,1.0
2023,2023-06-11,60,253,0.9116,0.4269,0.4847,0.3933,1.0
2023,2023-06-12,61,257,0.8966,0.4202,0.4764,0.3871,1.0
2023,2023-06-13,62,262,0.8786,0.4122,0.4664,0.3798,1.0
2023,2023-06-14,63,267,0.8726,0.412,0.4606,0.378,1.0
2023,2023-06-16,64,272,0.9065,0.4228,0.4837,0.3914,2.0
2023,2023-06-17,65,277,0.8988,0.4188,0.48,0.3875,2.0
2023,2023-06-19,66,282,0.9193,0.4291,0.4902,0.3963,2.0
2023,2023-06-20,67,286,0.9131,0.4266,0.4865,0.3938,2.0
2023,2023-06-21,68,291,0.911,0.4261,0.4848,0.3931,2.0
2023,2023-06-22,69,295,0.9103,0.4271,0.4831,0.3932,2.0
2023,2023-06-23,70,299,0.9185,0.4314,0.4871,0.3968,2.0
2023,2023-06-24,71,304,0.9273,0.4309,0.4964,0.3991,3.0
2023,2023-06-25,72,308,0.9214,0.4286,0.4928,0.3968,3.0
2023,2023-06-27,73,313,0.9228,0.4281,0.4947,0.3973,3.0
2023,2023-06-28,74,318,0.9141,0.4245,0.4896,0.3938,3.0
2023,2023-06-29,75,322,0.9038,0.4193,0.4845,0.3889,3.0
2023,2023-06-30,76,326,0.8985,0.4172,0.4814,0.3868,3.0
2023,2023-07-01,77,330,0.8934,0.4152,0.4783,0.3848,3.0
2023,2023-07-02,78,334,0.898,0.4162,0.4818,0.3866,3.0
2023,2023-07-03,79,338,0.893,0.4142,0.4788,0.3846,3.0
2023,2023-07-04,80,343,0.8943,0.4169,0.4774,0.3856,3.0
2023,2023-07-05,81,348,0.89,0.4138,0.4762,0.3837,3.0
2023,2023-07-06,82,353,0.8946,0.4164,0.4781,0.3857,3.0
2023,2023-07-07,83,357,0.8899,0.4146,0.4753,0.3839,3.0
2023,2023-07-08,84,358,0.8931,0.4162,0.4769,0.3853,3.0
2023,2023-07-09,85,362,0.8827,0.4116,0.4711,0.381,3.0
2023,2023-07-14,86,366,0.8767,0.4098,0.4669,0.3788,3.0
2023,2023-07-15,87,371,0.8899,0.4151,0.4748,0.3842,3.0
2023,2023-07-16,88,376,0.8774,0.4096,0.4678,0.379,3.0
2023,2023-07-17,89,381,0.8708,0.4068,0.464,0.3764,3.0
2023,2023-07-18,90,386,0.8657,0.4041,0.4615,0.3738,3.0
2023,2023-07-19,91,391,0.8676,0.4041,0.4635,0.3745,3.0
2023,2023-07-21,92,395,0.8621,0.4025,0.4596,0.3724,3.0
2023,2023-07-22,93,399,0.8718,0.4035,0.4683,0.3757,3.0
2023,2023-07-23,94,404,0.8801,0.4059,0.4741,0.3785,3.0
2023,2023-07-25,95,408,0.871,0.402,0.469,0.3748,3.0
2023,2023-07-26,96,413,0.8764,0.4044,0.472,0.3771,3.0
2023,2023-07-28,97,417,0.8852,0.4077,0.4776,0.3807,3.0
2023,2023-07-29,98,421,0.8864,0.4086,0.4778,0.3813,3.0
2023,2023-07-30,99,426,0.879,0.4061,0.4729,0.3785,3.0
2023,2023-07-31,100,430,0.885,0.4093,0.4757,0.3811,3.0
2023,2023-08-01,101,435,0.8865,0.4092,0.4773,0.3816,3.0
2023,2023-08-02,102,441,0.8785,0.4059,0.4726,0.3784,3.0
2023,2023-08-03,103,445,0.8749,0.4045,0.4704,0.377,3.0
2023,2023-08-04,104,449,0.8714,0.4031,0.4683,0.3756,3.0
2023,2023-08-05,105,454,0.873,0.4031,0.4699,0.3762,3.0
2023,2023-08-06,106,458,0.8695,0.4017,0.4678,0.3748,3.0
2023,2023-08-07,107,459,0.8675,0.4009,0.4667,0.374,3.0
2023,2023-08-08,108,463,0.8597,0.3974,0.4623,0.3708,3.0
2023,2023-08-09,109,467,0.8564,0.3961,0.4603,0.3695,3.0
2023,2023-08-11,110,471,0.8488,0.3928,0.456,0.3663,3.0
2023,2023-08-12,111,475,0.8526,0.3916,0.461,0.3675,4.0
2023,2023-08-13,112,480,0.8609,0.3938,0.4671,0.3706,4.0
2023,2023-08-14,113,484,0.8645,0.3926,0.4719,0.3717,5.0
2023,2023-08-15,114,488,0.8571,0.3893,0.4677,0.3686,5.0
2023,2023-08-16,115,493,0.8522,0.3874,0.4648,0.3667,5.0
2023,2023-08-18,116,497,0.8544,0.3883,0.4661,0.3676,5.0
2023,2023-08-19,117,505,0.8444,0.3842,0.4602,0.3636,5.0
2023,2023-08-21,118,507,0.845,0.3846,0.4604,0.3639,5.0
2023,2023-08-22,119,512,0.8404,0.3828,0.4576,0.362,5.0
2023,2023-08-23,120,516,0.8377,0.3818,0.4559,0.3609,5.0
2023,2023-08-25,121,520,0.8349,0.3808,0.4542,0.3599,5.0
2023,2023-08-26,122,524,0.8283,0.3779,0.4504,0.3571,5.0
2023,2023-08-27,123,528,0.8257,0.3769,0.4488,0.3561,5.0
2023,2023-08-29,124,532,0.8231,0.3759,0.4472,0.3551,5.0
2023,2023-08-30,125,536,0.8206,0.375,0.4456,0.3541,5.0
2023,2023-08-31,126,541,0.8203,0.3752,0.4451,0.3541,5.0
2023,2023-09-01,127,546,0.823,0.3755,0.4475,0.3547,5.0
2023,2023-09-02,128,551,0.8303,0.3793,0.451,0.3579,5.0
2023,2023-09-03,129,556,0.8367,0.3795,0.4572,0.3599,6.0
2023,2023-09-05,130,560,0.8342,0.3786,0.4556,0.3589,6.0
2023,2023-09-06,131,564,0.8362,0.3794,0.4568,0.3598,6.0
2023,2023-09-07,132,567,0.8316,0.3774,0.4542,0.3579,6.0
2023,2023-09-08,133,571,0.8255,0.3748,0.4508,0.3554,6.0
2023,2023-09-09,134,576,0.8217,0.3733,0.4484,0.3538,6.0
2023,2023-09-11,135,579,0.8208,0.3731,0.4478,0.3535,6.0
2023,2023-09-12,136,583,0.8241,0.3722,0.4519,0.3545,7.0
2023,2023-09-13,137,587,0.8253,0.3731,0.4522,0.3551,7.0
2023,2023-09-14,138,591,0.8248,0.3723,0.4526,0.3548,7.0
2023,2023-09-15,139,596,0.8354,0.3725,0.4629,0.3586,9.0
2023,2023-09-16,140,601,0.8439,0.3744,0.4695,0.3618,10.0
2023,2023-09-17,141,606,0.8469,0.3762,0.4707,0.3632,10.0
2023,2023-09-18,142,610,0.8479,0.377,0.4709,0.3637,10.0
2023,2023-09-22,143,611,0.8465,0.3764,0.4701,0.3632,10.0
2023,2023-09-23,144,616,0.8427,0.375,0.4677,0.3616,10.0
2023,2023-09-29,145,617,0.8447,0.376,0.4686,0.3625,10.0
2024,2024-03-28,1,6,0.0,0.0,0.0,0.0,0.0
2024,2024-03-29,2,11,0.0909,0.0909,0.0,0.0626,0.0
2024,2024-03-30,3,15,0.2048,0.1333,0.0714,0.1047,0.0
2024,2024-03-31,4,20,0.3667,0.2,0.1667,0.1757,0.0
2024,2024-04-01,5,25,0.61,0.36,0.25,0.2938,0.0
2024,2024-04-02,6,29,0.5948,0.3448,0.25,0.2837,0.0
2024,2024-04-03,7,33,0.5556,0.3333,0.2222,0.2711,0.0
2024,2024-04-04,8,38,0.5345,0.3158,0.2188,0.2587,0.0
2024,2024-04-06,9,42,0.5595,0.3095,0.25,0.2639,0.0
2024,2024-04-07,10,47,0.7276,0.3617,0.3659,0.3259,0.0
2024,2024-04-08,11,50,0.6809,0.34,0.3409,0.3064,0.0
2024,2024-04-09,12,54,0.6525,0.3333,0.3191,0.2964,0.0
2024,2024-04-10,13,59,0.6659,0.339,0.3269,0.3012,0.0
2024,2024-04-12,14,63,0.6984,0.3651,0.3333,0.3185,0.0
2024,2024-04-13,15,67,0.6858,0.3582,0.3276,0.3126,0.0
2024,2024-04-14,16,72,0.6647,0.3472,0.3175,0.3032,0.0
2024,2024-04-15,17,77,0.7069,0.3636,0.3433,0.3178,0.0
2024,2024-04-16,18,82,0.727,0.3659,0.3611,0.3245,0.0
2024,2024-04-17,19,86,0.6909,0.3488,0.3421,0.3094,0.0
2024,2024-04-19,20,90,0.6583,0.3333,0.325,0.2957,0.0
2024,2024-04-20,21,99,0.6704,0.3333,0.3371,0.2993,0.0
2024,2024-04-21,22,104,0.6876,0.3365,0.3511,0.3054,0.0
2024,2024-04-22,23,108,0.6803,0.3333,0.3469,0.3023,0.0
2024,2024-04-23,24,112,0.6922,0.3393,0.3529,0.3072,0.0
2024,2024-04-24,25,117,0.7149,0.3504,0.3645,0.3167,0.0
2024,2024-04-26,26,121,0.7017,0.3471,0.3545,0.3119,0.0
2024,2024-04-27,27,124,0.7177,0.3548,0.3628,0.3186,0.0
2024,2024-04-28,28,129,0.721,0.3566,0.3644,0.3199,0.0
2024,2024-04-29,29,133,0.7222,0.3534,0.3689,0.3197,0.0
2024,2024-04-30,30,138,0.7179,0.3478,0.3701,0.3172,0.0
2024,2024-05-01,31,143,0.7063,0.3427,0.3636,0.3123,0.0
2024,2024-05-02,32,148,0.7169,0.3446,0.3723,0.3162,0.0
2024,2024-05-04,33,154,0.7488,0.3571,0.3916,0.3292,0.0
2024,2024-05-05,34,159,0.7373,0.3522,0.3851,0.3244,0.0
2024,2024-05-06,35,164,0.7226,0.3476,0.375,0.3187,0.0
2024,2024-05-07,36,165,0.7306,0.3515,0.3791,0.3221,0.0
2024,2024-05-08,37,170,0.741,0.3588,0.3822,0.3273,0.0
2024,2024-05-10,38,174,0.7352,0.3563,0.3789,0.3248,0.0
2024,2024-05-11,39,178,0.7297,0.3539,0.3758,0.3225,0.0
2024,2024-05-12,40,182,0.7303,0.3516,0.3787,0.3223,0.0
2024,2024-05-13,41,187,0.7175,0.3476,0.3699,0.3173,0.0
2024,2024-05-14,42,192,0.7197,0.349,0.3708,0.3183,0.0
2024,2024-05-17,43,197,0.7218,0.3503,0.3716,0.3191,0.0
2024,2024-05-19,44,203,0.727,0.3547,0.3723,0.3218,0.0
2024,2024-05-20,45,212,0.7392,0.3585,0.3807,0.3265,0.0
2024,2024-05-21,46,216,0.7442,0.3611,0.3831,0.3286,0.0
2024,2024-05-22,47,221,0.7788,0.371,0.4078,0.3425,1.0
2024,2024-05-23,48,226,0.8023,0.3805,0.4218,0.3521,1.0
2024,2024-05-24,49,230,0.7879,0.3739,0.414,0.346,1.0
2024,2024-05-25,50,234,0.7828,0.3718,0.411,0.3439,1.0
2024,2024-05-26,51,239,0.7831,0.3724,0.4107,0.3441,1.0
2024,2024-05-27,52,243,0.7783,0.3704,0.4079,0.342,1.0
2024,2024-05-28,53,247,0.7736,0.3684,0.4052,0.3401,1.0
2024,2024-05-29,54,251,0.7748,0.3705,0.4043,0.341,1.0
2024,2024-05-31,55,256,0.7914,0.3789,0.4125,0.3481,1.0
2024,2024-06-01,56,261,0.7853,0.3755,0.4098,0.3448,1.0
2024,2024-06-02,57,264,0.7839,0.375,0.4089,0.3443,1.0
2024,2024-06-04,58,269,0.7741,0.3717,0.4024,0.3405,1.0
2024,2024-06-05,59,273,0.7815,0.3736,0.4078,0.3434,1.0
2024,2024-06-06,60,278,0.7743,0.3705,0.4038,0.3404,1.0
2024,2024-06-07,61,283,0.7799,0.3746,0.4053,0.343,1.0
2024,2024-06-08,62,289,0.7774,0.3737,0.4037,0.342,1.0
2024,2024-06-09,63,294,0.7637,0.3673,0.3964,0.3362,1.0
2024,2024-06-10,64,299,0.7505,0.3612,0.3893,0.3306,1.0
2024,2024-06-11,65,303,0.7539,0.363,0.3908,0.332,1.0
2024,2024-06-12,66,307,0.7505,0.3616,0.3889,0.3306,1.0
2024,2024-06-14,67,311,0.7538,0.3633,0.3904,0.332,1.0
2024,2024-06-15,68,315,0.7439,0.3587,0.3851,0.3278,1.0
2024,2024-06-16,69,320,0.7481,0.3594,0.3887,0.3293,1.0
2024,2024-06-17,70,323,0.7409,0.356,0.3849,0.3263,1.0
2024,2024-06-18,71,327,0.7316,0.3517,0.3799,0.3223,1.0
2024,2024-06-19,72,332,0.7358,0.3524,0.3834,0.3239,1.0
2024,2024-06-20,73,337,0.7287,0.3501,0.3785,0.3211,1.0
2024,2024-06-21,74,342,0.733,0.348,0.3851,0.3224,2.0
2024,2024-06-22,75,346,0.7303,0.3468,0.3834,0.3212,2.0
2024,2024-06-23,76,350,0.7334,0.3486,0.3848,0.3226,2.0
2024,2024-06-24,77,355,0.7239,0.3437,0.3802,0.3181,2.0
2024,2024-06-25,78,360,0.7251,0.3417,0.3835,0.3181,2.0
2024,2024-06-28,79,365,0.7262,0.3425,0.3837,0.3185,2.0
2024,2024-06-29,80,371,0.7374,0.3477,0.3897,0.3234,2.0
2024,2024-06-30,81,375,0.7348,0.3467,0.3881,0.3223,2.0
2024,2024-07-02,82,378,0.7287,0.3439,0.3848,0.3197,2.0
2024,2024-07-03,83,383,0.7243,0.342,0.3823,0.3178,2.0
2024,2024-07-04,84,387,0.7272,0.3437,0.3836,0.3191,2.0
2024,2024-07-05,85,392,0.7282,0.3444,0.3838,0.3195,2.0
2024,2024-07-06,86,397,0.7291,0.3451,0.384,0.32,2.0
2024,2024-07-07,87,400,0.7235,0.3425,0.381,0.3176,2.0
2024,2024-07-09,88,404,0.7161,0.3391,0.377,0.3144,2.0
2024,2024-07-10,89,408,0.7139,0.3382,0.3756,0.3135,2.0
2024,2024-07-12,90,412,0.7067,0.335,0.3718,0.3105,2.0
2024,2024-07-13,91,416,0.7171,0.3389,0.3782,0.3147,2.0
2024,2024-07-19,92,420,0.7224,0.3405,0.3819,0.3168,2.0
2024,2024-07-20,93,425,0.7251,0.3435,0.3815,0.3184,2.0
2024,2024-07-21,94,430,0.7236,0.3419,0.3818,0.3176,2.0
2024,2024-07-23,95,435,0.7271,0.3402,0.3869,0.3187,3.0
2024,2024-07-24,96,439,0.7296,0.3417,0.388,0.3198,3.0
2024,2024-07-26,97,444,0.7258,0.3401,0.3857,0.3182,3.0
2024,2024-07-27,98,449,0.7221,0.3385,0.3835,0.3166,3.0
2024,2024-07-28,99,454,0.7229,0.3392,0.3837,0.317,3.0
2024,2024-07-30,100,459,0.7225,0.3377,0.3848,0.3163,3.0
2024,2024-07-31,101,464,0.7189,0.3362,0.3827,0.3148,3.0
2024,2024-08-02,102,465,0.7173,0.3355,0.3818,0.3141,3.0
2024,2024-08-03,103,469,0.7154,0.3348,0.3806,0.3133,3.0
2024,2024-08-04,104,474,0.712,0.3333,0.3786,0.3119,3.0
2024,2024-08-07,105,480,0.7057,0.3312,0.3744,0.3095,3.0
2024,2024-08-08,106,485,0.7089,0.332,0.3769,0.3107,3.0
2024,2024-08-09,107,490,0.7056,0.3306,0.375,0.3093,3.0
2024,2024-08-10,108,496,0.7051,0.3306,0.3745,0.3091,3.0
2024,2024-08-11,109,500,0.7137,0.334,0.3797,0.3127,3.0
2024,2024-08-12,110,504,0.7079,0.3313,0.3766,0.3102,3.0
2024,2024-08-13,111,508,0.713,0.3346,0.3784,0.3126,3.0
2024,2024-08-14,112,512,0.7174,0.3359,0.3814,0.3143,3.0
2024,2024-08-16,113,517,0.7182,0.3366,0.3816,0.3147,3.0
2024,2024-08-18,114,522,0.7111,0.3333,0.3778,0.3117,3.0
2024,2024-08-19,115,526,0.7109,0.3346,0.3763,0.312,3.0
2024,2024-08-20,116,530,0.7092,0.334,0.3752,0.3113,3.0
2024,2024-08-21,117,535,0.7062,0.3327,0.3735,0.3101,3.0
2024,2024-08-22,118,540,0.7071,0.3333,0.3738,0.3105,3.0
2024,2024-08-23,119,545,0.7176,0.3358,0.3818,0.3146,4.0
2024,2024-08-24,120,549,0.7122,0.3333,0.3788,0.3123,4.0
2024,2024-08-25,121,550,0.7108,0.3327,0.3781,0.3118,4.0
2024,2024-08-26,122,555,0.708,0.3315,0.3764,0.3105,4.0
2024,2024-08-27,123,560,0.7125,0.3339,0.3785,0.3125,4.0
2024,2024-08-28,124,565,0.7242,0.3381,0.3862,0.3173,4.0
2024,2024-08-29,125,569,0.719,0.3357,0.3833,0.3151,4.0
2024,2024-08-31,126,574,0.7246,0.3397,0.3849,0.3178,4.0
2024,2024-09-01,127,579,0.7224,0.3385,0.3839,0.3166,4.0
2024,2024-09-02,128,583,0.7244,0.3396,0.3848,0.3174,4.0
2024,2024-09-04,129,589,0.7245,0.3396,0.3849,0.3172,4.0
2024,2024-09-05,130,593,0.7229,0.339,0.3839,0.3165,4.0
2024,2024-09-06,131,597,0.7213,0.3384,0.383,0.3159,4.0
2024,2024-09-07,132,602,0.7254,0.3405,0.3849,0.3177,4.0
2024,2024-09-08,133,607,0.7294,0.3427,0.3868,0.3194,4.0
2024,2024-09-10,134,612,0.7334,0.3448,0.3886,0.3211,4.0
2024,2024-09-11,135,616,0.7318,0.3442,0.3877,0.3205,4.0
2024,2024-09-13,136,621,0.7379,0.3478,0.3901,0.3233,4.0
2024,2024-09-14,137,627,0.7389,0.3477,0.3912,0.3236,4.0
2024,2024-09-15,138,632,0.7433,0.3497,0.3936,0.3255,4.0
2024,2024-09-16,139,636,0.7466,0.3506,0.396,0.3268,4.0
2024,2024-09-17,140,641,0.7406,0.3479,0.3927,0.3242,4.0
2024,2024-09-20,141,646,0.7347,0.3452,0.3895,0.3217,4.0
2024,2024-09-21,142,651,0.7321,0.3441,0.388,0.3206,4.0
2024,2024-09-22,143,652,0.7357,0.3451,0.3906,0.3221,4.0
2024,2024-09-24,144,656,0.7311,0.343,0.3881,0.3201,4.0
2024,2024-09-25,145,660,0.7265,0.3409,0.3856,0.3181,4.0
2024,2024-09-26,146,664,0.722,0.3389,0.3831,0.3162,4.0
2024,2024-09-27,147,669,0.732,0.3408,0.3912,0.32,4.0
2024,2024-09-29,148,672,0.7332,0.3408,0.3925,0.3204,4.0
2025,2025-03-27,1,4,0.0,0.0,0.0,0.0,0.0
2025,2025-03-28,2,8,0.125,0.125,0.0,0.0864,0.0
2025,2025-03-29,3,12,0.0833,0.0833,0.0,0.0576,0.0
2025,2025-03-30,4,16,0.0625,0.0625,0.0,0.0432,0.0
2025,2025-03-31,5,21,0.1508,0.0952,0.0556,0.0749,0.0
2025,2025-04-01,6,26,0.2023,0.1154,0.087,0.0944,0.0
2025,2025-04-02,7,30,0.4259,0.1667,0.2593,0.1791,1.0
2025,2025-04-04,8,34,0.3729,0.1471,0.2258,0.1581,1.0
2025,2025-04-05,9,38,0.5046,0.2105,0.2941,0.2166,1.0
2025,2025-04-06,10,44,0.6544,0.2955,0.359,0.2829,1.0
2025,2025-04-07,11,48,0.7078,0.3125,0.3953,0.3038,1.0
2025,2025-04-08,12,53,0.7563,0.3396,0.4167,0.3251,1.0
2025,2025-04-09,13,58,0.6877,0.3103,0.3774,0.2971,1.0
2025,2025-04-11,14,62,0.6412,0.2903,0.3509,0.2779,1.0
2025,2025-04-12,15,66,0.6321,0.2879,0.3443,0.2744,1.0
2025,2025-04-13,16,71,0.615,0.2817,0.3333,0.2675,1.0
2025,2025-04-14,17,76,0.7111,0.3026,0.4085,0.3048,2.0
2025,2025-04-15,18,81,0.7086,0.3086,0.4,0.3054,2.0
2025,2025-04-16,19,86,0.6898,0.3023,0.3875,0.2979,2.0
2025,2025-04-18,20,91,0.754,0.3187,0.4353,0.3233,3.0
2025,2025-04-19,21,95,0.7516,0.3263,0.4253,0.3242,3.0
2025,2025-04-20,22,96,0.7482,0.3229,0.4253,0.3209,3.0
2025,2025-04-29,23,100,0.7422,0.32,0.4222,0.3168,3.0
2025,2025-04-30,24,104,0.7737,0.3269,0.4468,0.3284,3.0
2025,2025-05-02,25,109,0.8041,0.3394,0.4646,0.341,3.0
2025,2025-05-03,26,113,0.774,0.3274,0.4466,0.3289,3.0
2025,2025-05-04,27,118,0.775,0.3305,0.4444,0.3299,3.0
2025,2025-05-05,28,122,0.7603,0.3279,0.4324,0.3248,3.0
2025,2025-05-06,29,126,0.7464,0.3254,0.4211,0.3199,3.0
2025,2025-05-07,30,131,0.7274,0.3206,0.4068,0.313,3.0
2025,2025-05-09,31,137,0.7398,0.3285,0.4113,0.3186,3.0
2025,2025-05-10,32,144,0.7608,0.3333,0.4275,0.3264,3.0
2025,2025-05-11,33,148,0.7391,0.3243,0.4148,0.3175,3.0
2025,2025-05-12,34,152,0.7324,0.3224,0.4101,0.315,3.0
2025,2025-05-13,35,156,0.7261,0.3205,0.4056,0.3126,3.0
2025,2025-05-14,36,160,0.7201,0.3188,0.4014,0.3103,3.0
2025,2025-05-16,37,164,0.7465,0.3293,0.4172,0.3211,3.0
2025,2025-05-17,38,168,0.7489,0.3333,0.4156,0.3228,3.0
2025,2025-05-18,39,172,0.7428,0.3314,0.4114,0.3204,3.0
2025,2025-05-20,40,176,0.7431,0.3295,0.4136,0.3203,3.0
2025,2025-05-21,41,180,0.7671,0.3333,0.4337,0.3289,3.0
2025,2025-05-22,42,185,0.7737,0.3351,0.4386,0.3315,3.0
2025,2025-05-23,43,189,0.7591,0.328,0.431,0.3245,3.0
2025,2025-05-24,44,194,0.7386,0.3196,0.419,0.3162,3.0
2025,2025-05-25,45,198,0.723,0.3131,0.4098,0.3098,3.0
2025,2025-05-26,46,200,0.7154,0.31,0.4054,0.3067,3.0
2025,2025-05-27,47,205,0.7329,0.3171,0.4158,0.3139,3.0
2025,2025-05-28,48,210,0.7336,0.319,0.4145,0.3139,3.0
2025,2025-05-30,49,214,0.734,0.3178,0.4162,0.3139,3.0
2025,2025-05-31,50,218,0.7219,0.3119,0.41,0.3082,3.0
2025,2025-06-01,51,222,0.732,0.3153,0.4167,0.3122,3.0
2025,2025-06-02,52,226,0.7324,0.3142,0.4183,0.3122,3.0
2025,2025-06-03,53,231,0.7221,0.3117,0.4104,0.3085,3.0
2025,2025-06-04,54,236,0.7149,0.3093,0.4055,0.3057,3.0
2025,2025-06-05,55,239,0.7142,0.3096,0.4045,0.3055,3.0
2025,2025-06-06,56,243,0.7163,0.3128,0.4036,0.307,3.0
2025,2025-06-07,57,248,0.714,0.3105,0.4035,0.3058,3.0
2025,2025-06-08,58,252,0.7021,0.3056,0.3966,0.301,3.0
2025,2025-06-09,59,257,0.6959,0.3035,0.3924,0.2985,3.0
2025,2025-06-10,60,262,0.7141,0.3092,0.405,0.3058,3.0
2025,2025-06-11,61,266,0.7083,0.3083,0.4,0.3038,3.0
2025,2025-06-13,62,270,0.6973,0.3037,0.3936,0.2993,3.0
2025,2025-06-14,63,275,0.6992,0.3055,0.3937,0.3002,3.0
2025,2025-06-15,64,280,0.6974,0.3036,0.3938,0.2994,3.0
2025,2025-06-16,65,284,0.6945,0.3028,0.3916,0.2982,3.0
2025,2025-06-17,66,289,0.7035,0.308,0.3955,0.3022,3.0
2025,2025-06-18,67,293,0.7076,0.3106,0.3971,0.3041,3.0
2025,2025-06-19,68,298,0.7094,0.3087,0.4007,0.3043,3.0
2025,2025-06-20,69,303,0.7041,0.3069,0.3972,0.3022,3.0
2025,2025-06-21,70,307,0.7013,0.3062,0.3951,0.3012,3.0
2025,2025-06-22,71,311,0.6986,0.3055,0.3931,0.3001,3.0
2025,2025-06-23,72,315,0.6959,0.3048,0.3912,0.2991,3.0
