player_name,game_year,plate_apps,walks,strikeouts,bbrate,krate,k_free,bb_per_k,bb_minus_k,obp,ops,woba,obp_per_k
"Quinn, Roman",2021,62,6,19,0.0967741935483871,0.3064516129032258,False,0.3157894736842105,-0.20967741935483872,0.3064516129032258,0.5949131513647643,0.2750806451612903,1.0
"Ramos, Wilson",2018,100,9,19,0.09,0.19,False,0.47368421052631576,-0.1,0.39,0.8731460674157303,0.37395,2.0526315789473686
"Realmuto, J.T.",2019,591,39,123,0.06598984771573604,0.20812182741116753,False,0.3170731707317073,-0.14213197969543148,0.3254237288135593,0.8179887845756411,0.33980338983050845,1.5636213311285654
"Realmuto, J.T.",2020,195,16,48,0.08205128205128205,0.24615384615384617,False,0.3333333333333333,-0.16410256410256413,0.3487179487179487,0.8400474284867347,0.36079999999999995,1.4166666666666665
"Realmuto, J.T.",2021,532,43,129,0.08082706766917293,0.2424812030075188,False,0.3333333333333333,-0.16165413533834588,0.33646616541353386,0.7755417956656347,0.3356766917293233,1.3875968992248062
"Realmuto, J.T.",2022,633,46,143,0.07266982622432859,0.2259083728278041,False,0.32167832167832167,-0.15323854660347552,0.334913112164297,0.8006424619006767,0.3471879936808847,1.4825174825174825
"Realmuto, J.T.",2023,589,33,151,0.05602716468590832,0.2563667232597623,False,0.2185430463576159,-0.20033955857385397,0.3054607508532423,0.7645685575446921,0.3260767918088737,1.1914992202156274
"Realmuto, J.T.",2024,430,29,106,0.06744186046511629,0.24651162790697675,False,0.27358490566037735,-0.17906976744186048,0.3186046511627907,0.7333629208828925,0.32060232558139534,1.292452830188679
"Realmuto, J.T.",2025,566,34,132,0.06007067137809187,0.2332155477031802,False,0.25757575757575757,-0.17314487632508835,0.31504424778761064,0.7119613961498457,0.31122300884955756,1.3508715473317245
"Realmuto, J.T.",2026,341,24,72,0.07038123167155426,0.21114369501466276,False,0.3333333333333333,-0.1407624633431085,0.2903225806451613,0.6313061872025383,0.2827595307917889,1.375
"Revere, Ben",2015,388,19,36,0.04896907216494845,0.09278350515463918,False,0.5277777777777778,-0.043814432989690726,0.33419689119170987,0.7085138310824203,0.3112357512953368,3.6018998272884284
"Rincones Jr., Gabriel",2026,89,2,29,0.02247191011235955,0.3258426966292135,False,0.06896551724137931,-0.30337078651685395,0.20224719101123595,0.48796147672552165,0.21453932584269664,0.6206896551724137
"Rodríguez, Sean",2019,139,19,41,0.1366906474820144,0.2949640287769784,False,0.4634146341463415,-0.15827338129496402,0.34814814814814815,0.7231481481481481,0.3187555555555555,1.1803071364046973
"Rojas, Johan",2023,209,6,57,0.028708133971291867,0.2727272727272727,False,0.10526315789473684,-0.24401913875598083,0.29207920792079206,0.6618708745874587,0.2884009900990099,1.0709570957095709
"Rojas, Johan",2024,369,14,70,0.037940379403794036,0.1897018970189702,False,0.2,-0.15176151761517614,0.27977839335180055,0.600478101806611,0.2654404432132964,1.474831816383063
"Rojas, Johan",2025,172,13,40,0.0755813953488372,0.23255813953488372,False,0.325,-0.1569767441860465,0.27976190476190477,0.5692355889724311,0.2538095238095238,1.2029761904761904
"Ruf, Darin",2015,297,21,69,0.0707070707070707,0.23232323232323232,False,0.30434782608695654,-0.1616161616161616,0.2996632996632997,0.7138424041409116,0.31053198653198655,1.2898550724637683
"Ruf, Darin",2016,89,4,25,0.0449438202247191,0.2808988764044944,False,0.16,-0.2359550561797753,0.23863636363636365,0.5759857612267251,0.24805681818181818,0.8495454545454545
"Ruiz, Carlos",2015,320,26,43,0.08125,0.134375,False,0.6046511627906976,-0.05312499999999999,0.2902208201892745,0.5754320877949083,0.2588888888888889,2.1597828479201824
"Ruiz, Carlos",2016,193,23,28,0.11917098445595854,0.14507772020725387,False,0.8214285714285714,-0.02590673575129533,0.36787564766839376,0.7193907991835453,0.32357291666666665,2.5357142857142856
"Rupp, Cameron",2015,299,19,71,0.06354515050167224,0.23745819397993312,False,0.2676056338028169,-0.17391304347826086,0.3010033444816054,0.6750774185556794,0.29065986394557825,1.267605633802817
"Rupp, Cameron",2016,419,24,114,0.057279236276849645,0.2720763723150358,False,0.21052631578947367,-0.21479713603818615,0.3031026252983294,0.7504033965065555,0.3211933174224344,1.1140350877192984
"Rupp, Cameron",2017,328,31,114,0.09451219512195122,0.3475609756097561,False,0.2719298245614035,-0.2530487804878049,0.2926829268292683,0.7096320793716411,0.30430182926829263,0.8421052631578947
"Santana, Carlos",2018,673,104,93,0.15453194650817237,0.13818722139673106,False,1.118279569892473,0.016344725111441305,0.3462109955423477,0.760496709828062,0.3334561664190193,2.5053763440860215
"Saunders, Michael",2017,212,11,51,0.05188679245283019,0.24056603773584906,False,0.21568627450980393,-0.18867924528301888,0.25,0.61,0.2616320754716981,1.0392156862745099
"Schwarber, Kyle",2022,737,95,218,0.12890094979647218,0.29579375848032563,False,0.43577981651376146,-0.16689280868385345,0.3242876526458616,0.8321990450509249,0.3576811397557666,1.096330275229358
"Schwarber, Kyle",2023,769,128,231,0.16644993498049415,0.30039011703511054,False,0.5541125541125541,-0.13394018205461639,0.34070221066319895,0.8288163152590785,0.35577633289986993,1.1341991341991342
"Schwarber, Kyle",2024,708,104,203,0.14689265536723164,0.2867231638418079,False,0.5123152709359606,-0.13983050847457626,0.3587570621468927,0.8384180790960452,0.3625988700564972,1.251231527093596
"Schwarber, Kyle",2025,737,103,205,0.13975576662143827,0.2781546811397558,False,0.5024390243902439,-0.1383989145183175,0.35549525101763907,0.9181962156478642,0.38931478968792405,1.278048780487805
"Schwarber, Kyle",2026,522,74,177,0.1417624521072797,0.3390804597701149,False,0.4180790960451977,-0.19731800766283522,0.3704414587332054,0.9131666319433671,0.38889728682170543,1.0924883698233516
"Segura, Jean",2019,617,29,73,0.04700162074554295,0.11831442463533225,False,0.3972602739726027,-0.0713128038897893,0.32142857142857145,0.7415674603174603,0.3151737012987013,2.716731898238748
"Segura, Jean",2020,215,21,45,0.09767441860465116,0.20930232558139536,False,0.4666666666666667,-0.1116279069767442,0.3411214953271028,0.7629964953271028,0.33288317757009345,1.6298026998961577
"Segura, Jean",2021,565,36,78,0.06371681415929203,0.13805309734513274,False,0.46153846153846156,-0.0743362831858407,0.34397163120567376,0.7789230875163533,0.3369521276595745,2.491589379887252
"Segura, Jean",2022,447,26,72,0.058165548098434,0.1610738255033557,False,0.3611111111111111,-0.1029082774049217,0.32286995515695066,0.6911626380837799,0.3070426008968609,2.0044843049327357
"Sizemore, Grady",2015,104,6,23,0.057692307692307696,0.22115384615384615,False,0.2608695652173913,-0.16346153846153844,0.28846153846153844,0.5843799058084772,0.2609711538461539,1.3043478260869565
"Sosa, Edmundo",2022,69,2,16,0.028985507246376812,0.2318840579710145,False,0.125,-0.2028985507246377,0.3382352941176471,0.9027514231499052,0.37827941176470586,1.458639705882353
"Sosa, Edmundo",2023,301,8,74,0.026578073089700997,0.24584717607973422,False,0.10810810810810811,-0.21926910299003322,0.29194630872483224,0.7169463087248322,0.30841946308724827,1.187511336840196
"Sosa, Edmundo",2024,280,13,68,0.04642857142857143,0.24285714285714285,False,0.19117647058823528,-0.19642857142857142,0.3129496402877698,0.730272474933439,0.31740647482014384,1.2886161658908168
"Sosa, Edmundo",2025,264,10,57,0.03787878787878788,0.2159090909090909,False,0.17543859649122806,-0.17803030303030304,0.3076923076923077,0.7751719824890557,0.33145,1.425101214574899
"Sosa, Edmundo",2026,196,6,41,0.030612244897959183,0.20918367346938777,False,0.14634146341463414,-0.17857142857142858,0.25906735751295334,0.6054360725967523,0.2653316062176166,1.2384683432326549
"Stassi, Brock",2017,90,12,22,0.13333333333333333,0.24444444444444444,False,0.5454545454545454,-0.1111111111111111,0.2777777777777778,0.5726495726495726,0.25897777777777775,1.1363636363636365
"Stott, Bryson",2022,517,43,101,0.08317214700193423,0.195357833655706,False,0.42574257425742573,-0.11218568665377177,0.29069767441860467,0.6367698612551227,0.283015503875969,1.4880267096477091
"Stott, Bryson",2023,689,41,114,0.059506531204644414,0.16545718432510886,False,0.35964912280701755,-0.10595065312046445,0.3241279069767442,0.736172280986253,0.318843023255814,1.958983578131375
"Stott, Bryson",2024,582,53,97,0.09106529209621993,0.16666666666666666,False,0.5463917525773195,-0.07560137457044673,0.3127147766323024,0.6686141963615093,0.29527319587628864,1.8762886597938144
"Stott, Bryson",2025,576,53,95,0.0920138888888889,0.16493055555555555,False,0.5578947368421052,-0.07291666666666666,0.32111692844677137,0.7036412002914316,0.3093647469458988,1.9469826398456875
"Stott, Bryson",2026,458,44,79,0.09606986899563319,0.17248908296943233,False,0.5569620253164557,-0.07641921397379914,0.3384615384615385,0.7536949536949538,0.33169450549450546,1.96222005842259
"Stubbs, Garrett",2022,121,14,30,0.11570247933884298,0.24793388429752067,False,0.4666666666666667,-0.1322314049586777,0.35,0.8122641509433962,0.3546916666666667,1.4116666666666666
"Stubbs, Garrett",2023,125,9,29,0.072,0.232,False,0.3103448275862069,-0.16000000000000003,0.27419354838709675,0.5573793890950614,0.25222580645161286,1.1818687430478307
"Stubbs, Garrett",2024,187,17,50,0.09090909090909091,0.26737967914438504,False,0.34,-0.17647058823529413,0.2956989247311828,0.5578940466824023,0.25776881720430106,1.1059139784946237
"Sweeney, Darnell",2015,98,13,27,0.1326530612244898,0.2755102040816326,False,0.48148148148148145,-0.14285714285714282,0.2857142857142857,0.6386554621848739,0.2848061224489796,1.037037037037037
"Torreyes, Ronald",2021,342,17,41,0.049707602339181284,0.11988304093567251,False,0.4146341463414634,-0.07017543859649122,0.2818991097922849,0.6278110594778195,0.2741364985163205,2.351451110950279
"Turner, Trea",2023,745,48,158,0.06442953020134229,0.21208053691275167,False,0.3037974683544304,-0.14765100671140938,0.32348993288590605,0.7937366672835838,0.33995167785234903,1.5253164556962027
"Turner, Trea",2024,558,29,103,0.05197132616487455,0.18458781362007168,False,0.2815533980582524,-0.13261648745519714,0.33512544802867383,0.7948955629712026,0.34443189964157706,1.8155339805825244
"Turner, Trea",2025,660,44,112,0.06666666666666667,0.1696969696969697,False,0.39285714285714285,-0.10303030303030304,0.3515151515151515,0.7997910135841171,0.3471651515151515,2.071428571428571
"Turner, Trea",2026,529,33,113,0.062381852551984876,0.21361058601134217,False,0.2920353982300885,-0.15122873345935728,0.29678638941398866,0.6947455730874581,0.3041965973534972,1.3893805309734513
"Utley, Chase",2015,282,18,35,0.06382978723404255,0.12411347517730496,False,0.5142857142857142,-0.060283687943262415,0.28368794326241137,0.6170212765957447,0.2659892086330935,2.285714285714286
"Valentín, Jesmuel",2018,89,8,24,0.0898876404494382,0.2696629213483146,False,0.3333333333333333,-0.1797752808988764,0.25842696629213485,0.5622244346465652,0.2499325842696629,0.9583333333333335
"Vierling, Matt",2021,76,3,20,0.039473684210526314,0.2631578947368421,False,0.15,-0.22368421052631576,0.35526315789473684,0.8341363973313565,0.3559078947368421,1.35
"Vierling, Matt",2022,372,24,74,0.06451612903225806,0.1989247311827957,False,0.32432432432432434,-0.13440860215053763,0.29380053908355797,0.6399543852374041,0.28206738544474397,1.4769432505281563
"Wheeler, Zack",2021,73,0,39,0.0,0.5342465753424658,False,0.0,-0.5342465753424658,0.16176470588235295,0.3529411764705882,0.15286764705882352,0.30279034690799395
"Williams, Luke",2021,108,10,23,0.09259259259259259,0.21296296296296297,False,0.43478260869565216,-0.12037037037037038,0.3148148148148148,0.6311413454270598,0.2832962962962963,1.4782608695652175
"Williams, Nick",2017,343,20,97,0.05830903790087463,0.282798833819242,False,0.20618556701030927,-0.22448979591836735,0.33819241982507287,0.8110358703043061,0.3441224489795918,1.1958762886597938
"Williams, Nick",2018,446,30,111,0.06726457399103139,0.24887892376681614,False,0.2702702702702703,-0.18161434977578475,0.32062780269058294,0.745689227752008,0.32458520179372197,1.2882882882882882
"Williams, Nick",2019,112,4,43,0.03571428571428571,0.38392857142857145,False,0.09302325581395349,-0.34821428571428575,0.19642857142857142,0.441711590296496,0.19326785714285713,0.5116279069767441
"Wilson, Weston",2024,102,8,29,0.0784313725490196,0.28431372549019607,False,0.27586206896551724,-0.20588235294117646,0.3333333333333333,0.8007246376811594,0.34409803921568627,1.1724137931034482
"Wilson, Weston",2025,125,12,34,0.096,0.272,False,0.35294117647058826,-0.17600000000000002,0.28225806451612906,0.6516274338854984,0.2876854838709677,1.0377134724857686
